up_code,up_name_omie,legal_entity,ownership_pct,unit_type_omie,zone_omie,technology_omie,omie_page
SLRRE09,CEPHEUS SOL,AR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE10,SCORPIUS SO,LAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE11,TUCANA SOLA,R,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE13,TORDESILLAS,III SOLAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE14,BALDIO SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE15,PALACIOS SOL,AR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE16,VALDELOSA S,OLAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE17,FV AGREGADA,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE18,DELPHINUS SO,LAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE19,TELESTO SOL,AR 10,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE20,TELESTO SOL,AR 4,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE21,TELESTO SOL,AR 9,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE22,TORDESILLAS,I SOLAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE23,HIB HERCULES,GENERACION,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA Híbrida Renov.-Alm acenamient,70
SLRRE24,DIONE SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE25,VOLANS SOLA,R 1,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE26,VOLANS SOLA,R 2,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE27,JUNO SOLAR 1,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE28,JUNO SOLAR 2,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE29,MIMAS SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE30,TITAN SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE31,SANTIZ SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE32,ARIES SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE33,TORDESILLAS,SOLAR II,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE34,PEGASO SOLA,R,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE35,POLEÑINO SO,LAR,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE36,BETA SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE37,ALPHA SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE38,GAMMA SOLA,R,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLRRE39,DELTA SOLAR,,SOLARIA RE,PRESENT,ACION,E N MERCADO S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLTG,UGH. ESTANG.,SALLENTE TURB.,ENDESA GE,NERACIÓN,", S.A.",    100 GENERACION ZONA ESPAÑOLA Hidráulica de Bom beo Puro,70
SLWRE01,SOLCASTEL,,SOLWE ENE,RGÍA,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SLWRE02,JUNDESOL,,SOLWE ENE,RGÍA,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SMARE01,MARCHENA SO,LAR PLANT,SMARTLUZ E,NERGY,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SMBV02,VENDA BATER,IA BATALHA,SIMPLES EN,ERGIA DE,ESPAÑ,A S L  100 GENERACION ZONA PORTUGUESA Almacenamiento V enta,70
SNICOG,SNIACE COGE,NERACION,ENERGY BY,COGEN,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca no,70
SNTEVD1,UOF PARA UP,TTECQU,TEC 94,,,    100 GENERACION ZONA ESPAÑOLA Agente vendedor R eg. Especia,70
SOLRE01,SOLAR PLANT,,FALCK NEXT,ENERGY,SRL S,PA IN SUCURSA L 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SOL2,EL SOLVENTE,2,WIND TO MA,RKET (AC,T.: COM,E R CIALIZACIÓ N RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,70
SOMRE05,SOMEN REPR,FV P,SOM ENERG,IA SCCL,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SOMRE06,FV MAYOR DE,1MW,SOM ENERG,IA SCCL,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
SOMRE07,MINIHIDRO PE,NIN.,SOM ENERG,IA SCCL,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Hidrá ulica,70
SRI3,C.T. SOTO 3,,EDP ESPAÑ,"A, S.A.U. (",GENER,AC I ÓN)  100 GENERACION ZONA ESPAÑOLA Hulla Antracita ,70
SRI4R,C.C. SOTO 4,,EDP ESPAÑ,"A, S.A.U. (",GENER,AC I ÓN)  100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,70
SRI5R,CC SOTO RIBE,RA 5 REPR,EDP ESPAÑ,"A, S.A.U. (",GENER,AC I ÓN)  100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,70
SROQ1,C.C. SAN ROQ,UE 1,GAS NATUR,AL COMER,CIALIZ,A D ORA  100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,70
SROQ2,C.C. SAN ROQ,UE 2,ENDESA GE,NERACIÓN,", S.A.",    100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,70
STC4,C.C. SANTURC,E 4,IBERDROLA,ENERGÍA,ESPAÑ,A S ..A.  100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,70
STRRE01,VENTAS STRO,M,ENERGY ST,"ROM XXI,",S.L.,    100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,70
STVRE03,VADOMOJON,,STIN S.A.,,,    100 GENERACION ZONA ESPAÑOLA RE Mercado Hidrá ulica,70
TAJO,UGH. TAJO,,IBERDROLA,ENERGÍA,ESPAÑ,A S ..A.  100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,70
TAMEGA,TAMEGA,,IBERDROLA,ENERGÍA,ESPAÑ,A S ..A.  100 GENERACION ZONA PORTUGUESA Hidráulica Generac ión,70
TAPOWER,C.C. TARRAGONA P,OWER,IBERDROLA ENERGÍ,A ESPAÑA S..A.,, 100 GENERACION ZONA ESPAÑOLA Ciclo Combinado ,71
TEES,UGH. TERA-ESLA,,ENDESA GENERACIÓ,"N, S.A.",, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
TEMON,SISTEMA TEJO-MON,DEGO,EDP GEM PORTUGA,L S.A.,, 100 GENERACION ZONA PORTUGUESA RE Tarifa CUR (uo f),71
TERE,UGH. TER,,ENDESA GENERACIÓ,"N, S.A.",, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
TERRE01,TERSA FOT.,,TERSA - TRACTAME,NT I SELECCIÓ,DE,RESIDUS 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TERRE02,TERSA RESIDUOS S,ÓLIDOS URBANOS,TERSA - TRACTAME,NT I SELECCIÓ,DE,RESIDUS 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca no,71
TERRE03,TERSA BIOGAS,,TERSA - TRACTAME,NT I SELECCIÓ,DE,RESIDUS 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca Renovabl,71
TGPLV02,REPRESENTACION,EN PT,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA PORTUGUESA RE Tarifa CUR (uo f),71
TJEG,C.H. TAJO ENCANTA,DA GENERACION,ENDESA GENERACIÓ,"N, S.A.",, 100 GENERACION ZONA ESPAÑOLA Hidráulica de Bom beo Puro,71
TOTRE01,REPRESENTACIÓN,FV GG1,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE02,REPRESENTACION,PFV LA ISLA,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE03,REPRESENTACION,EOLICA WI1014,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica ,71
TOTRE04,ARBOTANTE SOLAR,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE05,LA CARRASCOSA,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE06,LA NORIA,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE07,PILASTRA SOLAR,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE08,POSTIGO SOLAR,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE09,LOS VALIENTES I,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE10,LOS VALIENTES II,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE11,PFV DNR,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE12,LAS CAROLINAS III,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE13,LAS CAROLINAS 4,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE14,FV EL ROMERAL I,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TOTRE15,FV EL ROMERAL II,,TOTALENERGIES GA,S AND POWER,LIM,ITED 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRARE01,VENTABIOGAS,,TRADEBE GESTION,ESPAÑA SL,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca Renovabl,71
TRIRE01,GUASCOR,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca no,71
TRIRE02,CATRAL 1,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE03,SOLGENERA,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE04,MAS FUSTE,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE05,CATRAL2,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE06,UF MAS FUSTE2,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE07,UF ALBATERA,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRIRE08,BORJA,,SECOND FOUNDATIO,N TRADING AG,, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
TRL1,C.N. TRILLO,,"IBERENERGIA,S.A.",,," 15,5 GENERACION ZONA ESPAÑOLA Nuclear ",71
TSRDV02,TSRDV02,,ENGELHART CTP RE,NEWABLES GM,BH, 100 GENERACION ZONA PORTUGUESA RE Tarifa CUR (uo f),71
TSRRE01,GESTION DE INFRA,ESTRUCTURAS,ENGELHART CTP RE,NEWABLES GM,BH, 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fotovoltáica,71
UFBG,C.H. BOLARQUE GE,NERACION,GAS NATURAL COME,RCIALIZADORA,, 100 GENERACION ZONA ESPAÑOLA Hidráulica de Bom beo Puro,71
UFGC,UGH. UF-GALICIA C,OSTA,GAS NATURAL COME,RCIALIZADORA,, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
UFMI,UGH. UF-MIÑO,,GAS NATURAL COME,RCIALIZADORA,, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
UFTA,UGH. UF-TAJO,,GAS NATURAL COME,RCIALIZADORA,, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
ULEA,ULEA,,WIND TO MARKET (A,CT.: COMERCIA,LIZ,ACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
UPACAV,UOF ACADIEMS VE,NTA,IGNIS ENERGIA S.L.,,, 100 GENERACION ZONA ESPAÑOLA Almacenamiento V enta,71
UPPTCHA,UPPTCHA,,HIDROELÉCTRICA LU,MYMEY,, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
UPPTDIS,UPPTDIS,,HIDROELÉCTRICA LU,MYMEY,, 100 GENERACION ZONA ESPAÑOLA Hidráulica Generac ión,71
UPXENV,UPXENV,,GNERA ENERGIA Y T,ECNOLOGIA,, 100 GENERACION ZONA ESPAÑOLA Almacenamiento V enta,71
VAN2,C.N. VANDELLOS II,,IBERDROLA ENERGÍ,A ESPAÑA S..A.,, 28 GENERACION ZONA ESPAÑOLA Nuclear ,71
VGERE08,HNSMER,,REPSOL SERVICIOS,"RENOVABLES,",S.A,. 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidrá ulica,71
VGERE12,VGERE12,,REPSOL SERVICIOS,"RENOVABLES,",S.A,. 100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica ,71
VGERE13,VGERE13,,REPSOL SERVICIOS,"RENOVABLES,",S.A,. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca no,71
VGERE17,VGERE17,,REPSOL SERVICIOS,"RENOVABLES,",S.A,. 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmi ca no,71
VGERE18,VGERE18,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica",72
VGERE33,VGERE33,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE34,VGERE34,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE35,VGERE35,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE39,VGERE39,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE42,LA SERNA,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE43,KAPPAG,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE44,SIGMA,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE45,POLUX,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE46,GALLEGO,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE47,EARTIG,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE48,VGERE48,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE49,VGERE49,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE50,EL TOMILLAR,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE51,VGERE51,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE52,ECERRAT,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE53,FTRI,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE54,VGERE54,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE55,VGERE55,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE56,VGERE56,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE57,VGERE57,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE60,VGERE60,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE61,VGERE61,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE62,VGERE62,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE63,VGERE63,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE64,VGERE64,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",72
VGERE65,VGERE65,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VGERE66,VGERE66 EREPSOH,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA Híbrida Reno vable",72
VGERE67,VGERE67 FOTOVOL,TAI,C,A,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo",72
VIERE01,SOLMATCH,,,,,REPSOL COMERCI ALIZAD OR A DE E LECTRICID AD Y GAS SLU 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VIES,UGH. VIESGO,,,,,"REPSOL SERVICIO S REN OV ABLES, S.A.  100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració",72
VISRE19,VISALIA LOGIFASHI,ON,S,OL,AR,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VISRE22,VISALIA FV OLIVAR,ES,,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VISRE23,VISALIA FV TORREC,ILL,A,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VISRE24,FV RIO,,,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VISRE25,FV COTO,,,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VISRE26,VISALIA FV TORDES,ILL,AS,2,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VTERE01,REPRESENTACION,FV,,,,VITA ENE RGY CON SULTI NG SL   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VTERE02,REPRESENTACION,FV,>1,,,VITA ENE RGY CON SULTI NG SL   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
VTERE03,REPRESENTACION,FV,P,,,VITA ENE RGY CON SULTI NG SL   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE02,WATIUM FOTOVOLT,AIC,A,01,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE03,WATIUM FOTOVOLT,AIC,A,13,ROELES,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE05,WATIUM FOTOVOLT,AIC,A,AG,UASAL,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE06,WATIUM FV PÍO CÁ,MA,RA,BU,RGOS,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE07,WATIUM FV RODER,O E,N,ER,GÍA,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE12,PIO CAMARA EL VIS,O,,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE13,BARCO DE LOS FRA,ILE,S,I,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE14,WATIUM FV VILLAH,ER,MO,SA,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE16,FV LA MOCHA,,,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE17,WATIUM FV 13 ROE,LES,N,OR,TE,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WATRE18,WATIUM PSF TARR,AGÓ,N,,,VISALIA ENERGIA SLU     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WMARVD1,VENTA EXCED AUT,OP,RO,D,WMARK VD1,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo,72
WMCHVNR,W2M REGIMEN ORD,INA,R,IO,CHAVIN,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració,72
WMEBRO,W2M REGIMER ORD,INA,R,IO,EBRO,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració,72
WMGRDZR,W2M REGIMEN ORD,INA,R,IO,GERDIZ,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració,72
WMJUCA,W2M REGIMEN ORD,INA,R,IO,JUCAR,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració,72
WMPGOMR,WM REGIMEN ORDI,NA,RI,O P,IAGO MAR,WIND TO MARKET (ACT.: CO MERCIA LIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neració,72
WMTRCDR,WM RE,GIME,N,ORDINARIO T,RONCEDA,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neración,73
WMTRC2R,WM RE,GIME,N,ORDINARIO T,RONCEDA2,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neración,73
WMVD007,VENTA,EXCE,D,AUTOPROD,WMARK 007,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,73
WMVD01,VENTA,EXCE,D,HIB WMVD0,1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Híbrida Reno vable,73
WMVD014,VENTA,EXCE,D,AUTOPROD,WMARK 014,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,73
WMVD02,VENTA,EXCE,D,HIB WMVD0,2,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA Híbrida Reno vable,73
WMVD034,VENTA,EXCE,D,AUTOPROD,WMARK 034,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE) 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,73
