codigo_de_uf,codigo_eic,descripcion_corta,descripcion_larga,tipo_de_produccion,vinculacion_con_sm,vinculacion_con_up,potencia_maxima_mw
CHURC01,18W000000000NFKG,CHURC01,CHURC01,Consumos directos en mercado,CHURR,CHURC01,"5,5"
CHVADO,18WCHVADO-1234-E,CHVADO,CHVADO,Fluyente,STIN,CHVADOM,"2,7"
CHVICAR,18W000000000RPBP,CHVICAR,CH VICARIAS,Fluyente,EGLE,HBARLO,"1,4"
CHVN,18WCHVN-12345-AP,CHAVIN,CHAVIN,Fluyente,WMARK,CHVN,"0,2"
CHZAIDA,18WCHZAIDA-123-Y,CHZAIDA,UP CH ZAIDA,Fluyente,INTRA,HHTTRIN,"3,6"
CI60BU,18W000000000OTEJ,CI60BU,CI60BU,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CIEGE,18W000000000GBP9,CIEGE,CIEGE,Fluyente,GNRA,HPTMR,"3,4"
CIERFV2,18W000000000USV1,CIERFV2,PLANTA FOTOVOLTAICA CIERZO 2,Solar fotovoltaica,HC G,HCGFVSA,"37,7"
CIERVES,18WCIERVES-12-A7,CIERVES,18WCIERVES-12-A7,Fluyente,EGLE,HGIES,"3,7"
CIERZO,18W000000000FI21,CIERZO,EOLICA CIERZO,Eólica terrestre,NEXU,ECIRZOS,"15,0"
CIERZO1,18WCIERZO1-12-EZ,CIERZO1,CIERZO1,Eólica terrestre,IGNIS,ECIERZO,"29,6"
CIERZO2,18WCIERZO2-12-ES,CIERZO2,CIERZO2,Eólica terrestre,IGNIS,ECIERZO,"30,8"
CIERZO4,18W000000000USMJ,CIERZO4,PLANTA FOTOVOLTAICA CIERZO 4,Solar fotovoltaica,HC G,HCGFVSA,"42,0"
CIERZR2,18W000000000UP4R,UFREPOCIER,UF REPOTENCIACION CIERZO 2,Eólica terrestre,IGNIS,ECIERZO,"32,0"
CIJ1,18WCIJ1-12345-AW,CIJARA 1,CIJARA 1,Embalse,ENDG,GDNA,"16,9"
CIJ2,18WCIJ2-12345-AM,CIJARA 2,CIJARA 2,Embalse,ENDG,GDNA,"16,9"
CIJ3,18WCIJ3-12345-AC,CIJARA 3,CIJARA 3,Embalse,ENDG,GDNA,"17,1"
CIJ4,18WCIJ4-12345-A2,CIJARA 4,CIJARA 4,Embalse,ENDG,GDNA,"49,6"
CILCOR,18WCILCOR-123-DU,CILCOR,REPSOL  PETROLEO,Derivados del petróleo o carbón,REPP,CILCOR,"94,1"
CIM1,18WCIM1-12345--L,CIMANES,CIMANES,Embalse,GNFG,UFGC,"7,7"
CIMAC01,18W000000000H5KX,CIMA,CIMA ENERGIA,Comercializadores mercado libre,CIMA,CIMAC01,"0,1"
CINCA,18WCINCA-12345-6,CINCA,CINCA,Gas natural cogeneración,GNCO,TFGASN,"7,4"
CINCOVI,18W000000000TCYA,CINCOVI,CH CINCO VILLAS,Hidráulica - No UGH,EGLE,HVILLA,"4,6"
CINEC01,18W000000000V89R,CINEC01,CINETICA,Comercializadores mercado libre,CINET,CINEC01,"5,0"
CINSEIR,18WCINSEIR-12-EI,CINSEIR,P.E. CINSEIRO,Eólica terrestre,GNCO,EGASNE0,"12,0"
CIPRIAN,18WCIPRIAN-12-EP,CIPRIAN,CIPRIAN,Eólica terrestre,EGED,EGREEN,"17,8"
CIR1,18WCIR1-12345-AI,CIRAT 1,CIRAT 1,Fluyente,DUFER,HDXT01,"7,3"
CIR2,18WCIR2-12345-A8,CIRAT 2,CIRAT 2,Fluyente,DUFER,HDXT01,"7,3"
CIREF,18W000000000RPFH,CIREF,CIREF,Solar fotovoltaica,GNRA,FVGNRA,"3,5"
CISENER,18WCISENER-123-Z,CISENER,UF DE CISENER,Gas natural cogeneración,EGLE,TPAYCA,"7,5"
CIURE,18W000000000MH0H,CIURE,CIURE,Biogás,GNRA,RABANIL,"1,0"
CJAC,18WCJAC-12345-A9,CAST.JACA,CASTILLO DE JACA,Fluyente,ENDG,EBRACC1,"1,0"
CJON3X,18W000000000KYBQ,CCAA CTJ3,CCAA CASTEJON 3,Consumo de Servicios Auxiliares,NATGA,CJON3X,"1,5"
CLARES,18WCLARES-123-E8,CLARES,CLARES,Eólica terrestre,IBGES,EHIBGES,"32,0"
CLD1,18WCLD1-12345-AP,CALDES 1,CALDES 1,Embalse,ENDG,EBRFEN,"16,0"
CLD2,18WCLD2-12345-AF,CALDES 2,CALDES 2,Embalse,ENDG,EBRFEN,"16,0"
CLEAC01,18W000000000N0RA,CLEARVIEW,CLEARVIEW ENERGY,Comercializadores mercado libre,CLEAR,CLEAC01,"0,1"
CLIDC01,18W-CLIDC01-4--I,CLIDOMUP01,CLIDOMUP01,Comercializadores mercado libre,CLIDM,CLIDC01,"0,1"
CLIMAST,18W000000000GUG7,CLIMASTER,FV CLIMASTER,Solar fotovoltaica,DREUA,FDREU04,"3,4"
CLIMBER,18W000000000OGM5,CLIMBER,CLIMBER,Gas natural cogeneración,DETIC,COGCLIM,"1,0"
CLIPCX1,18W000000000OGCP,CLIPCX1,CLIPCX1,Porfolio,CLIDM,CLIPCX1,"9.999,0"
CLIPVX1,18W000000000OGBR,CLIPVX1,CLIPVX1,Porfolio,CLIDM,CLIPVX1,"9.999,0"
CLJ1,18WCLJ1-12345-AX,CSTILLEJ 1,EL CASTILLEJO 1,Fluyente,ASIE,ASITAJ,"1,1"
CLJ2,18WCLJ2-12345-AN,CSTILLEJ 2,EL CASTILLEJO 2,Fluyente,ASIE,ASITAJ,"1,1"
CLL1,18WCLL1-12345-AB,CNTLLANA 1,CANTILLLANA 1,Fluyente,ENDG,GDLQ,"3,1"
CLL2,18WCLL2-12345-A1,CNTLLANA 2,CANTILLANA 2,Fluyente,ENDG,GDLQ,"3,1"
CLM1,18WCLM1-12345-A0,COLMENAR 1,COLMENAR 1,Fluyente,IBEG,JUCA,"2,7"
CLM2,18WCLM2-12345-AR,COLMENAR 2,COLMENAR 2,Fluyente,IBEG,JUCA,"2,9"
CLMENTE,18W000000000SQG8,CLMENTE,UF SOLAR SAN CLEMENTE,Solar fotovoltaica,NEXU,FCLMNTE,"2,0"
CLUGAR,18W000000000T36J,CLUGAR,UF SOLAR CAMPO LUGAR,Solar fotovoltaica,NEXU,FCLUGAR,"1,9"
CM08TC,18W000000000OT9T,CM08TC,CM08TC,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CMENGI,18W00000000064UN,CMENGI,MENGIBAR,Gas natural cogeneración,WMARK,TSMURES,"24,7"
CMESA,18WCMESA-12345-8,CMESA,P.E. CABEZA DE MESA,Eólica terrestre,IGNIS,ESAV,"29,6"
CMG2,18W000000000KW0H,CMG2,COMPL MEDIOAMBIENTAL GIPUZKOA2,Biogás,AME,RGAME,"2,0"
CMILLAS,18WCMILLAS-12--8,CMILLAS,CMILLAS E HIJOS,Gas natural cogeneración,LMER,CMILLAS,"5,1"
CMOLINO,18W000000000PK4P,CMOLINO,UF SOLAR CAÑADA MOLINO,Solar fotovoltaica,NEXU,FMOLINO,"0,5"
CMONTOU,18WCMONTOU-123-8,PE MONTOUT,P.E. CORDAL DE MONTOUTO,Eólica terrestre,GNCO,EGASNE1,"14,0"
CMORENO,18WCMORENO-123-5,CMORENO,18WCMORENO-123-5,Eólica terrestre,EBLCO,ECMOREN,"6,0"
CMOTRIL,18WCMOTRIL-12-DO,CMOTRIL,CMOTRIL,Gas natural cogeneración,NEXU,TTFMOTR,"48,8"
CMR1,18WCMR1-12345-A7,CAMARASA 1,CAMARASA 1,Embalse,ENDG,EBRFEN,"14,7"
CMR2,18WCMR2-12345-AY,CAMARASA 2,CAMARASA 2,Embalse,ENDG,EBRFEN,"14,5"
CMR3,18WCMR3-12345-AO,CAMARASA 3,CAMARASA 3,Embalse,ENDG,EBRFEN,"14,3"
CMR4,18WCMR4-12345-AE,CAMARASA 4,CAMARASA 4,Embalse,ENDG,EBRFEN,"14,7"
CMTA1,18W000000000MYFA,COMETA1,COMETA1,Eólica terrestre,REPSB,ECMTA,"15,2"
CMTA2,18W000000000N8VF,COMETA2,COMETA2,Eólica terrestre,REPSB,ECMTA,"44,8"
CND1,18WCND1-12345-A1,CERNADO,CERNADO,Fluyente,IBEG,SIL,"2,1"
CNEGRID,18WCNEGRID-123-S,CNEGRID,PE I+D CABEZO NEGRO,Eólica terrestre,WMARK,EFWMARK,"4,5"
CNEVERA,18WCNEVERA-123-I,CNEVERA,PARQUE EÓLICO CERRO DE LA NEVE,Eólica terrestre,EGED,EMEDI1,"31,5"
CNL1,18WCNL1-12345-AO,CANELLES 1,CANELLES 1,Embalse,ENDG,EBRFEN,"35,4"
CNL2,18WCNL2-12345-AE,CANELLES 2,CANELLES 2,Embalse,ENDG,EBRFEN,"35,4"
CNL3,18WCNL3-12345-A4,CANELLES 3,CANELLES 3,Embalse,ENDG,EBRFEN,"35,4"
CNM1,18WCNM1-12345-AD,CONTRER 3,CONTRERAS-MIRASOL 1,Fluyente,IBEG,JUCA,"0,4"
CNM2,18WCNM2-12345-A3,CONTRER 4,CONTRERAS-MIRASOL 2,Fluyente,IBEG,JUCA,"0,5"
CNOVE,18W000000000TGZX,CNOVE,CNOVE,Solar fotovoltaica,GNRA,UPCENS,"4,9"
CNR1,18W000000000SEUG,CNR1,CNR1,Eólica terrestre,REPSB,ECNRG,"29,9"
CNR2,18W000000000SEVE,CNR2,CNR2,Eólica terrestre,REPSB,ECNR,"49,5"
CNT1,18WCNT1-12345-AA,CONTRER 1,CONTRERAS II 1,Embalse,IBEG,JUCA,"13,9"
CNT2,18WCNT2-12345-A0,CONTRER 2,CONTRERAS II 2,Embalse,IBEG,JUCA,"36,9"
CNTLC01,18W-CNTLC01-6--S,CNTLC01,CNTL UP,Comercializadores mercado libre,CENTS,CNTLC01,"5,0"
CO14NI,18W000000000OSXL,CO14NI,CO14NI,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CO21,18WCO21-12345--L,CORTES 1,CORTES II-1,Embalse,IBEG,JUCA,"141,9"
CO22,18WCO22-12345-AQ,CORTES 2,CORTES II-2,Embalse,IBEG,JUCA,"148,0"
CO28TO,18W000000000OSYJ,CO28TO,CO28TO,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
COALC01,18W-COALC01-8--E,COALG01 CO,COMERCIALIZADORA SUMINISTRO ES,Comercializadores mercado libre,COALG,COALC01,"10,5"
COBANE,18WCOBANE-1234-T,COBANE,COBANE A.I.E.,Gas natural cogeneración,IBGES,TFIBGES,"6,5"
CODES01,18WCODES01-123-7,CODES01,P.E. CODESAS,Eólica terrestre,GNCO,EGASNE1,"17,0"
CODES02,18WCODES02-123-0,CODES02,CODES02,Eólica terrestre,GNCO,EGASNE1,"21,2"
CODOC01,18W0000000006Q2D,CODOC01,CODOC01,Comercializadores mercado libre,CODOR,CODOC01,"1,0"
COELC01,18W-COELC01-4--R,GUADASSAUR,GUADASSAUR,Comercializadores mercado libre,COELD,COELC01,"6,7"
COF1,18WCOF1-12345-B2,COFRENTES,COFRENTES C.N.,Nuclear,IGNU,COF1,"1.063,9"
COFERRE,18W000000000S67C,COFERRE,COG FERRE,Gas natural cogeneración,EGLE,TFERRE,"1,9"
COFRENT,18W000000000HJF1,COFRENT,18W000000000HJF1,Eólica terrestre,IGNIS,ECOFREN,"49,7"
COG75RQ,18WCOG75RQ-12-DT,COG75RQ,COGENERACION REPSOL Q.,Gas natural cogeneración,REPSB,COG75RQ,"75,7"
COGAJ,18W000000000NMOO,COGAJ,COGAJ,Gas natural cogeneración,GNRA,COGAJ,"2,0"
COGBERN,18W000000000OK8L,COGBERN,COGBERN,Gas natural cogeneración,DETIC,COGBERN,"0,9"
COGBIO2,18WCOGBIO2-123-6,COGBIO2,18WCOGBIO2-123-6,Biogás,EGLE,RCOGBIO,"7,5"
COGDERC,18W000000000OK7N,COGDERC,COGDERC,Gas natural cogeneración,DETIC,COGDERC,"0,4"
COGEC01,18W-COGEC01-7--L,COGEC01 CO,"ENERGY BY COGEN, S.L.U. COMPRA",Comercializadores mercado libre,COGEN,COGEC01,"1,0"
COGEN2,18WCOGEN2-1234-U,COGEN2,COGEN2,Gas natural cogeneración,EGLE,TPCOGE,"31,3"
COGENGA,18W00000000078W3,COGENGA,18W00000000078W3,Gas natural cogeneración,EGLE,TTECGA,"7,3"
COGFUST,18W000000000OJMX,COGFUST,COGFUST,Gas natural cogeneración,DETIC,COGFUST,"1,2"
COGFUT,18W000000000CZI4,UF_ROMA,UF_ROMA ENERGIA,Gas natural cogeneración,FUTGR,UP_COGF,"0,4"
COGGAIK,18W000000000OKF7,RYDETIC,RYDETIC,Biomasa,DETIC,COGGAIK,"0,1"
COGINC2,18W000000000OKE9,INCUSA2,INCUSA2,Gas natural cogeneración,DETIC,COGINC2,"0,9"
COGLOSR,18W000000000OK9J,COGLOSR,COGLOSR,Gas natural cogeneración,DETIC,COGLOSR,"0,5"
COGMARQ,18W000000000OJNV,TYDETIC,TYDETIC,Gas natural cogeneración,DETIC,COGMARQ,"0,7"
COGMIMS,18W000000000OKAH,COGMIMS,COGMIMS,Gas natural cogeneración,DETIC,COGMIMS,"0,5"
COGNAV,18WCOGNAV-123-DY,COGNAV,COGENERACIÀN DE NAVIA,Derivados del petróleo o carbón,EGLE,TCOGNA,"24,0"
COGOBLA,18W000000000OKDB,COGOBLA,COGOBLA,Gas natural cogeneración,DETIC,COGOBLA,"0,4"
COGOLL2,18WCOGOLL2-123-L,COGOLL2,P.E. COGOLLOS 2,Eólica terrestre,ECYR,EEGPES,"50,0"
COGOPEL,18WCOGOPEL-123-J,COGOPEL,COGOPEL,Gas natural cogeneración,EGLE,TGEMOT,"13,3"
COGPACH,18W000000000OKBF,COGPACH,COGPACH,Gas natural cogeneración,DETIC,COGPACH,"0,5"
COGPER,18W000000000JLYN,COGPER,COGPER,Gas natural cogeneración,DETIC,TPERSAN,"6,8"
COGSAB,18W000000000V395,COGSAB,COGSAB,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
COGUTZ2,18W000000000OJK0,COGUTZ2,COGUTZ2,Gas natural cogeneración,DETIC,COGUTZ2,"0,9"
COL4,18WCOL4-12345-CF,COLON 4,C.COLON (G.4),Ciclo combinado,ENDG,COL4,"390,9"
COLASEM,18WCOLASEM-123-X,RE-004257,COLASEM AIE,Gas natural cogeneración,NEXU,TCOLSEM,"5,0"
COLIV,18WCOLIV-12345-3,COLIV,P.E. CERRO DE LA OLIVA,Eólica terrestre,EBLCO,ECOLIVA,"9,0"
COLIX1,18W000000000TTMK,COLIX1,COLIX1,Solar fotovoltaica,GNRA,UPSON3,"1,2"
COLIX2,18W000000000TTNI,COLIX2,COLIX2,Solar fotovoltaica,GNRA,UPSON3,"1,2"
COLLAD,18WCOLLAD-1234-8,COLLADILLO,PE COLLADILLO,Eólica terrestre,IGNIS,ESAV,"30,6"
COLLAD2,18W000000000QO81,COLLAD2,LA COLLADA FASE II,Eólica terrestre,WMARK,EFWMARK,"7,5"
COLLADA,18WCOLLADA-123-T,COLLADA,LA COLLADA,Eólica terrestre,WMARK,EFWMARK,"3,0"
COLLADO,18WCOLLADO-123-5,COLLADO,P. E. LOS COLLADOS,Eólica terrestre,IBGES,EHIBGES,"11,2"
COLON,18W000000000SRQM,COLON,COLON,Solar fotovoltaica,CEG,FCOLON,"15,9"
COLORO,18W000000000S2BG,COLORO,COLORO,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
COLVB,18W000000000UCPO,COLVB,COLVB,Solar fotovoltaica,GNRA,UPCOLI,"20,4"
COMES,18WCOMES-1234-EA,COMES,18WCOMES-1234-EA,Eólica terrestre,EGLE,ECOMES,"3,0"
COMF01,18W000000000QOBW,COMF01,COMF01,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
COMFC2,18W000000000S2CE,COMFC2,COMFC2,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
COMFC7,18W000000000S2DC,COMFC7,COMFC7,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
COMGC01,18W000000000V8TO,COMGC01,COMGC01,Comercializadores mercado libre,COMEG,COMGC01,"0,1"
COMPC01,18W000000000TMVN,COMPC01,COMPC01,Comercializadores mercado libre,COMPA,COMPC01,"5,0"
COMTC01,18W000000000SS8I,COMTC01,COMTC01,Comercializadores mercado libre,COMEE,COMTC01,"1,0"
CON1,18WCON1-12345-AR,CONSO 1G,CONSO GR.1 GENERAC,Embalse,IBEG,SIL,"89,3"
CON1B,18WCON1B-12345-Z,CONSO 1B,CONSO GR.1 BOMBEO,Consumo bombeo,IBEG,SILB,"72,0"
CON2,18WCON2-12345-AH,CONSO 2G,CONSO GR.2 GENERAC.,Embalse,IBEG,SIL,"90,5"
CON2B,18WCON2B-12345-P,CONSO 2B,CONSO GR.2 BOMBEO,Consumo bombeo,IBEG,SILB,"72,0"
CON3,18WCON3-12345-A7,CONSO 3G,CONSO GR.3 GENERAC.,Embalse,IBEG,SIL,"88,0"
CON3B,18WCON3B-12345-F,CONSO 3B,CONSO GR.3 BOMBEO,Consumo bombeo,IBEG,SILB,"72,0"
CONDADO,18W000000000SO41,CONDADO,UF SOLAR CONDADO,Solar fotovoltaica,NEXU,FPLMCND,"5,0"
CONDCLO,18W000000000VGZP,CONDCLO,UF SOLAR CONDECILLO,Solar fotovoltaica,NEXU,FCNDCLL,"1,0"
CONEC01,18W-CONEC01-9--H,COMPRA,COMPRA,Comercializadores mercado libre,CONEC,CONEC01,"0,1"
CONEFV0,18W000000000NCML,C2FV,EXCEDENTES FV,Solar fotovoltaica,CONEC,CONEFV0,"1,0"
CONESA2,18WCONESA2-123-W,CONESA,PE CONESA II,Eólica terrestre,IBGES,EHIBGES,"32,0"
CONESAI,18WCONESAI-123-V,CONESAI,P.E. CONESA I,Eólica terrestre,WMARK,EFWMARK,"30,0"
CONFI,18WCONFI-12345-H,CONFI,CONFI,Gas natural cogeneración,NEXU,TTFCONF,"11,9"
CONSELL,18W000000000T2F4,FV CONSELL,FV CONSELL,Solar fotovoltaica,DREUA,FDREU15,"0,9"
CONSET,18W000000000S2EA,CONSET,CONSET,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
CONST18,18W000000000UVP4,FV CONSTAN,FV CONSTANTI 18,Solar fotovoltaica,WMARK,FCONS18,"5,0"
CONSTAN,18W000000000R5JW,CONSTAN,PS CONSTANTI 42,Solar fotovoltaica,WMARK,FCONSTA,"14,2"
CONTC01,18W000000000JZVO,CONTALLUM,CONTALLUM,Comercializadores mercado libre,CONTA,CONTC01,"1,0"
CONUEVO,18WCONUEVO-12-ES,CONUEVO,PE CORRAL NUEVO,Eólica terrestre,WMARK,UPWM273,"5,2"
CONVA,18W0000000000UB7,CONVA,CONVA,Gas natural cogeneración,IGNIS,UPCONVA,"5,1"
COOSUR,18WCOOSUR-1234-K,COOSUR,ACEITES COOSUR,Derivados del petróleo o carbón,DETIC,TCOOSUR,"21,0"
COPIC01,18W000000000MDB7,URANO V,URANOSCOPIDAE ENERGIA V SL,Comercializadores mercado libre,URANA,COPIC01,"1,0"
COPLA,18WCOPLA-1234-DY,COPLA,COPLA,Gas natural cogeneración,EGLE,TPAPRI,"4,7"
COPLA1,18W000000000NWRP,COPLA1,18W000000000NWRP,Gas natural cogeneración,EGLE,TPAPRI1,"6,4"
COR1,18WCOR1-12345-AK,CORCHADO 1,EL CORCHADO 1,Fluyente,ENDG,GDLQ,"1,2"
COR2,18WCOR2-12345-AA,CORCHADO 2,EL CORCHADO 2,Fluyente,ENDG,GDLQ,"5,1"
COR3,18WCOR3-12345-A0,CORCHADO 3,EL CORCHADO 3,Fluyente,ENDG,GDLQ,"5,1"
CORCO,18WCORCO-12345-N,CORCO,DESIMPACTE DE PURINS CORCO,Gas natural cogeneración,COGEN,TIGCOR,"14,6"
CORDELV,18W000000000K47D,CORDELV,CORDEL Y VIDURAL,Eólica terrestre,IBGES,EHIBGES,"36,7"
CORDIN,18W000000000RJZW,CHCORDIN,CHCORDIN,Fluyente,INTRA,HDALT01,"9,8"
CORELLA,18W000000000INFM,CORELLA,CORELLA,Solar fotovoltaica,GESTE,FCORELA,"7,3"
CORESES,18W000000000MZTG,C,UF SOLAR CORESES,Solar fotovoltaica,NEXU,FCORESE,"2,9"
COREYSA,18WCOREYSA-123-U,COREYSA,18WCOREYSA-123-U,Gas natural cogeneración,EGLE,TCOREY,"3,8"
CORIA,18W000000000OA1S,CORIA,UF SOLR CORIA,Solar fotovoltaica,NEXU,FCORIA,"1,5"
CORISCA,18WCORISCA-12-E6,CORISCA,P.E. DE CORISCADA,Eólica terrestre,ECYR,EREGPEM,"24,0"
CORME3,18WCORME3-123-EZ,CORME3,P.E. CORME3,Eólica terrestre,HC G,HCGSCSA,"18,3"
CORONA,18W000000000TJNB,CORONA,CORONA,Solar fotovoltaica,CEG,FCORONA,"40,0"
CORPC01,18W-CORPC01-2--H,CORPOLUX,CORPOLUX,Comercializadores mercado libre,CORPO,CORPC01,"0,5"
CORTADO,18WCORTADO-123-7,CORTADO,18WCORTADO-123-7,Eólica terrestre,ECYR,EREGPEM,"13,5"
CORTES,18WCORTES-1234-2,CORTES,18WCORTES-1234-2,Biogás,EGLE,RCESRE,"1,3"
CORVERA,18W000000000RA1G,CORVERA,UF SOLAR CORVERA,Solar fotovoltaica,NEXU,FCORVER,"3,0"
CORZAN,18WCORZAN-123-E3,CORZAN,P. E. CORZAN,Eólica terrestre,ECYR,EEGPEM,"43,2"
COSCOJA,18WCOSCOJA-12-EZ,COSCOJA,COSCOJA,Híbrida Renovable,NEXU,EHIBCOS,"22,2"
COSEMA1,18WCOSEMA1-123-1,COALSEMA,COALSEMA,Gas natural cogeneración,EGLE,TCOALSA,"7,2"
COSENT,18W000000000NX9L,COSENT,COSENT,Solar fotovoltaica,HISPE,FCOSENT,"19,8"
COSJAR2,18W000000000MHJG,COSJAR2,COSJAR2,Eólica terrestre,NEXU,ECOSJAR,"49,7"
COSSI,18W000000000O79L,COSSI,COSSI,Solar fotovoltaica,GNRA,FVGNRA,"1,1"
COTALSA,18WCOTALSA-12-D1,COTALSA,COGETALSA,Gas natural cogeneración,CEG,TUTISA,"10,0"
COTASA,18WCOTASA-123-DR,COTASA,COG. TIERRA ATOMIZADA,Gas natural cogeneración,EGLE,TATOM,"14,0"
COTERA,18WCOTERA-1234-9,COTERA,P. E. LA COTERA,Eólica terrestre,IBGES,EHIBGES,"18,0"
COTEREJ,18WCOTEREJ-123-9,COTEREJ,COTEREJ,Eólica terrestre,IBGES,EHIBGES,"6,0"
COTILLA,18W000000000RD41,COTILLA,LAS TORRES DE COTILLAS II,Solar fotovoltaica,WMARK,FVCOTI2,"5,3"
COTORRA,18WCOTORRA-123-G,COTORRA,P. E. COTORRA,Eólica terrestre,MIRAS,EMIRASI,"1,5"
COUTO,18WCOUTO-12345-5,COUTO,PE COUTO DE SAN SEBASTIAN,Eólica terrestre,ECYR,EEGPEM,"18,0"
COVAPED,18WCOVAPED-123-D,COVAPED,18WCOVAPED-123-D,"Híb. Renov., Term. No Renov",EGLE,TCOVAP,"9,0"
COVAT1,18W000000000SJMH,COVAT1,COVAT1,Solar fotovoltaica,GNRA,UPCOV1,"41,7"
COVAT5,18W000000000SIZV,COVAT5,COVAT5,Solar fotovoltaica,GNRA,UPCOV5,"41,7"
COVAT6,18W000000000SIXZ,COVAT6,COVAT6,Solar fotovoltaica,GNRA,UPCOV6,"41,7"
COVILL,18WCOVISA-1234-C,COVILL,COGENERACION VILLARICOS,Derivados del petróleo o carbón,EGLE,TPCOVI,"22,3"
COVISLA,18WCOVISLANSL012,COVISLA,COVISLAN,Derivados del petróleo o carbón,PLACG,TPLACG,"8,3"
CP31AL,18W000000000OTFH,CP31AL,CP31AL,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CP31AT,18W000000000OTGF,CP31AT,CP31AT,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CP31HO,18W000000000OTHD,CP31HO,CP31HO,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CP31OL,18W000000000OTIB,CP31OL,CP31OL,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CP39MA,18W000000000OTJ9,CP39MA,CP39MA,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CP58MO,18W000000000OTK7,CP58MO,CP58MO,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
CPALO,18WCPALO-1234-EM,CPALO,P.E. CERRO DEL PALO,Eólica terrestre,IBGES,EHIBGES,"49,5"
CPANISS,18WCPANISS-123-M,CPANISS,COLL DE PANISSOT,Eólica terrestre,WMARK,EFWMARK,"9,0"
CPD0,18WCPD0-12345-AO,CAPDELLA 0,CAPDELLA (AUX),Embalse,ENDG,EBRFEN,"6,2"
CPD1,18WCPD1-12345-AE,CAPDELLA 1,CAPDELLA 1,Embalse,ENDG,EBRFEN,"6,2"
CPD2,18WCPD2-12345-A4,CAPDELLA 2,CAPDELLA 2,Embalse,ENDG,EBRFEN,"6,2"
CPD3,18WCPD3-12345-AV,CAPDELLA 3,CAPDELLA 3,Embalse,ENDG,EBRFEN,"6,2"
CPD4,18WCPD4-12345-AL,CAPDELLA 4,CAPDELLA 4,Embalse,ENDG,EBRFEN,"6,2"
CPELAOS,18WCPELAOS-123-S,CPELAOS,18WCPELAOS-123-S,Eólica terrestre,EGLE,EUEUZA,"3,0"
CPELEAS,18W000000000RXQ8,CPELEAS,UF SOLAR PELEAS 14,Solar fotovoltaica,NEXU,FPELEAS,"5,0"
CPGLASS,18WCPGLASS-12-DW,CPGLASS,18WCPGLASS-12-DW,Gas natural cogeneración,EGLE,TTOVAG,"9,7"
CPRROSO,18WCPRROSO-12-EA,CPRROSO,CPRROSO,Eólica terrestre,CEG,EECAP,"30,5"
CPUNTA,18WCPUNTA-123-EB,CPUNTA,P.E. CERRO DE LA PUNTA,Eólica terrestre,IBGES,EHIBGES,"24,4"
CRCEC01,18W000000000HUJY,CRCEC01,CRCEC01,Consumos directos en mercado,CRCES,CRCEC01,"2,7"
CREEC01,18W000000000N21J,CREAE,CREAENERGIA ECO SLU,Comercializadores mercado libre,CREAE,CREEC01,"1,0"
CREOC01,18W000000000LJ1D,CRECE PEN,CRECE SOLUCIONES P,Comercializadores mercado libre,CRESO,CREOC01,"1,0"
CREPSOL,18WCREPSOL-12-DK,CREPSOL,COGENERACIÓN REPSOL,Gas natural cogeneración,REPP,TREPP,"40,8"
CREVOL,18WCREVOL-123-E3,CREVOL,P.E. CERRO REVOLCADO,Eólica terrestre,IBGES,EHIBGES,"26,3"
CRGYC01,18W000000000UFLN,CARTO C,CARTO ENERGY SL COMPRA,Comercializadores mercado libre,CARGY,CRGYC01,"0,1"
CRIIX,18W000000000TTOG,CRIIX,CRIIX,Solar fotovoltaica,GNRA,UPSON1,"3,3"
CRMON1,18W000000000UFV3,CRMON1,UF SOLAR CARMONA 1,Solar fotovoltaica,NEXU,FCRMON1,"36,6"
CRMON2,18W000000000UFW1,CRMON2,UF SOLAR CARMONA 2,Solar fotovoltaica,NEXU,FCRMON2,"36,6"
CRMON3,18W000000000UFYY,CRMON3,UF SOLAR CARMONA 3,Solar fotovoltaica,NEXU,FCRMON3,"36,6"
CRMONA1,18W000000000SEZ6,CRMONA1,UF SOLAR CARMONA 1,Solar fotovoltaica,NEXU,FCMONA1,"5,0"
CROA1,18W000000000LA05,CR1,CROAS1,Eólica terrestre,NEXU,EACROA1,"7,3"
CROA2,18W000000000LA21,CR2,CROAS2,Eólica terrestre,NEXU,EACROA2,"10,3"
CRONSLR,18W000000000MP1S,CRNSL,CRONOSOLAR,Solar fotovoltaica,GESTE,FCRONOS,"3,3"
CRRASCA,18W000000000U1AD,CRRASCA,UF SOLAR CARRASCA 1,Solar fotovoltaica,NEXU,FCRASCA,"1,1"
