codigo_de_up,descripcion_corta,descripcion_larga,codigo_eic,tipo_de_produccion,negocio,ambito_de_actuacion,zona_de_regulacion,tipo_de_up,sujeto_del_mercado,potencia_maxima_mw
AHORC01,AHORA PEN,PENINSULA,18W000000000NN6K,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALENE,"10,0"
AHTC01,AHTC01,COMPRA COMERCIALIZADORA,18W000000000RL94,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,COMED,"1,0"
AIREC01,AIREL,COMERCIALIZADORES,18W000000000943S,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AIREL,"1,0"
AIREV01,AIREV01,AIREV01,18W000000000GYXZ,Solar fotovoltaica,Venta,España,SZR,Generación,AIREL,"7,2"
AIZEC01,UP AIZEN,UPROGRAMACIN AIZEN,18W000000000R019,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AIZEE,"0,1"
AJENC01,AJENC01,ESAJENEUP,18W000000000RQDI,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AJENE,"0,0"
ALAHC01,UP_HALAHUR,UP_HALAHURIN,18W000000000OYX3,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALAHU,"0,1"
ALARCOS,ALARCOS,FV ALARCOS,18W000000000RB0F,Solar fotovoltaica,Venta,España,SZR,Generación,ADXRE,"45,0"
ALBATER,UP ALBATER,UP ABATERA,18W000000000U20U,Solar fotovoltaica,Venta,España,SZR,Generación,TRISO,"3,0"
ALBCC01,ALBCOUP,ALBCO_UNIDAD DE PROGRAMACION,18W0000000003Q6H,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALBCO,"520,0"
ALBOLOT,UP_ALBOLOT,UP_ALBOLOTE_FV,18W000000000T22U,Solar fotovoltaica,Venta,España,SZR,Generación,LIDER,"1,5"
ALCAC01,ALCANZIA,ALCANZIA ENERGIA,18WALCAC01-123-5,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALCAN,"2,0"
ALCAZA2,ALCAZARES2,ALCAZARES SOLAR 2020,18W000000000U860,Solar fotovoltaica,Venta,España,SZR,Generación,ELEIA,"1,7"
ALDDC01,ALDDC01,COMPRA ALDERAAN,18W000000000OLLT,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALDEC,"1,0"
ALDEC01,ALDEC01,COMPRA COMERCIALIZADORA,18WALDEC01-123-S,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALDEF,"1,0"
ALDEHU,ALDEHU,ALDEHUELAS,18W000000000JILL,Eólica terrestre,Venta,España,SZR,Generación,HISPE,"47,2"
ALDRC01,ALDRO ENER,ALDRO ENERGIA Y SOLUCIONES SL,18WALDRC01-123-9,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALDRO,"70,0"
ALDRV01,ALDRV01,ALDRO REPRESENTACION,18W000000000DL6T,Solar fotovoltaica,Venta,España,SZR,Generación,ALDRO,"1,8"
ALG3,ALG3,BAHIA DE ALGECIRAS (SAN ROQUE- CADIZ),18WALG3-12345--K,Ciclo Combinado,Venta,España,REPSOL ,Generación,REPSB,"820,5"
ALGICA1,ALGICA1,ALGICA1,18WALGICA1-123-N,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,COALG,"10,5"
ALHAM,ALHAM,FALHAM,18WALHAM-12345-B,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"5,8"
ALIOC01,ALIOC01,COMPRA ALIO,18W000000000PSVL,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALIOE,"1,0"
ALMAC01,ALUM MAEST,ALUMINIOS DEL MAESTRE,18WALUMINOMAESTW,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,ALMAE,"29,2"
ALPXC01,ALPXC01,ALPEX IBERICA DE ENERGIASL,18W000000000A8R1,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALPEX,"10,0"
ALQSC01,ALQSC01,ALQSC01,18W000000000KBSO,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALSEG,"0,1"
ALSEC01,ALSEC01,ALSET COMERCIALIZADORA,18W000000000HQQW,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALSEC,"0,1"
ALUEC01,ALUZPENIN,ALUZ PENINSULAR,18W000000000KV0K,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALUZE,"1,0"
ALUZC01,AHORRELUZ,AHORRELUZ,18W00000000041U3,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ALUZ,"0,1"
ALZ1,ALMARAZ 1,C.N. ALMARAZ 1,18WALZ1-12345-0E,Nuclear,Venta,España,SZR,Generación,IGNU,"1.011,3"
ALZ2,ALMARAZ 2,C.N. ALMARAZ 2,18WALZ2-12345-04,Nuclear,Venta,España,SZR,Generación,IGNU,"1.005,8"
AMAZC01,AMAZON C,AMAZON COMPRA,18W000000000SLHL,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,COMEF,"5,0"
AMBIETA,AMBIETA,AMOREBIETA,18WAMBIETA-12-0S,Ciclo Combinado,Venta,España,AXP2 ,Generación,BIZE,"786,4"
AMBIETX,AMBIETX,AMOREBIETA - CONSUMOS AUXILIARES,18WAMBIETX-123-5,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,BIZE,"8,9"
AMEC01,AMEC01,AGENTE DEL MERCADO ELECTRICO (COMPRA),18WAMEC01-1234-4,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AME,"0,1"
AMELC01,-,-,18W000000000OYTB,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AMELU,"0,0"
AMIC01,AMI,AMI ELECTRUM,18W000000000SFE8,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,FORZA,"1,0"
AMPEACI,AMP HEDRO,AMP HEDROSO-ACIBEROS,18W000000000TEJY,Eólica terrestre,Venta,España,SZR,Generación,WMARK,"32,0"
AMPEC01,AMPER,UP_AMPERIOS,18W000000000LBI3,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AMPER,"1,0"
AMPRC01,AMPERE,AMPERE ENERGY COMERCIALIZADORA Y SERVICIOS ENERGETICOS SRL,18W000000000RTQK,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AMPEA,"1,0"
ANGLC01,ANGLER,ANGLER ENERGIA SL,18W000000000TDPP,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ANGLB,"1,0"
ANIMC01,ANIMC01,ANIMC01,18W00000000084I2,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ANIMA,"0,1"
ANTEC01,ANTEA,ANTEA ENERGIA COMERCIALIZADORA,18W0000000003IEP,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ANTEA,"0,1"
APOANDE,APOAND EXP,INTERCAMBIO DE APOYO ES A AN,18WAPOANDE-123-C,Unidad instrumental internacional,Compra,Andorra-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOANDI,APOAND IMP,INTERCAMBIO DE APOYO AN A ES,18WAPOANDI-123-L,Unidad instrumental internacional,Venta,Andorra-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOFRAE,APOFRA EXP,INTERCAMBIO DE APOYO ES A FR,18WAPOFRAE-123-O,Unidad instrumental internacional,Compra,Francia-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOFRAI,APOFRA IMP,INTERCAMBIO DE APOYO FR A ES,18WAPOFRAI-123-X,Unidad instrumental internacional,Venta,Francia-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOLC01,APOLB,APOLO BUSINESS SL,18W000000000QWW3,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,APOLB,"10,0"
APOMARE,APOMAR EXP,INTERCAMBIO DE APOYO ES A MA,18WAPOMARE-123-8,Unidad instrumental internacional,Compra,Marruecos-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOMARI,APOMAR IMP,INTERCAMBIO DE APOYO MA A ES,18WAPOMARI-123-H,Unidad instrumental internacional,Venta,Marruecos-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOPORE,APOPOR EXP,INTERCAMBIO DE APOYO ES A PT,18WAPOPORE-123-0,Unidad instrumental internacional,Compra,Portugal-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APOPORI,APOPOR IMP,INTERCAMBIO DE APOYO PT A ES,18WAPOPORI-123-9,Unidad instrumental internacional,Venta,Portugal-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
APRC01,APRESTOS,APRESTOS DE LANERIA,18W000000000QSI6,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,APRES,"1,0"
APRIC01,APRIM,AUSARTA PRIMA COMPRA,18W0000000004A7M,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,APRIM,"0,1"
ARACC01,ARACA1,ALTA ARACAN ENERGIA,18WARACC01-123-9,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ARACA,"0,1"
ARAIC01,ARAIA,SAN PEDRO DE ARAIA UNIDAD COMPRA,18W000000000PPXQ,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CHPED,"0,1"
ARASC01,ARASOL,ARASOL,18WARASC01-123-Y,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,ARAS,"0,4"
ARCH,ARCH,ARCHENA,18WARCH-123456-G,Hidráulica UGH,Venta,España,SZR,Generación,BARER,"0,3"
ARCOS1,ARCOS1,ARCOS1,18WARCOS1-123-0E,Ciclo Combinado,Venta,España,IBEG ,Generación,IBGT,"389,2"
ARCOS2,ARCOS2,ARCOS2,18WARCOS2-123-06,Ciclo Combinado,Venta,España,IBEG ,Generación,IBGT,"373,2"
ARCOS3,ARCOS3,ARCOS3,18WARCOS3-123-0Z,Ciclo Combinado,Venta,España,IBEG ,Generación,IBGT,"822,8"
ARGC01,ARGI ,ARGIMODE FABRICA,18W000000000O11I,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,ARGIM,"0,6"
ARRU1,ARRUBAL1,UP ARRU1,18WARRU1-1234-0J,Ciclo Combinado,Venta,España,CEP ,Generación,ARRUB,"394,6"
ARRU1X,ARRU1X,ARRU1X,18WARRU1X-1234-M,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,ARRUB,"1,0"
ARRU2,ARRUBAL2,UP DE ARRUBAL2,18WARRU2-1234-0A,Ciclo Combinado,Venta,España,CEP ,Generación,ARRUB,"390,0"
ARRU2X,ARRU2X,ARRU2X,18WARRU2X-1234-D,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,ARRUB,"1,0"
ASC1,ASCO 1,C.N. ASCO 1,18WASC1-12345-0Z,Nuclear,Venta,España,SZR,Generación,ENDG,"995,8"
ASC2,ASCO 2,C.N. ASCO 2,18WASC2-12345-0P,Nuclear,Venta,España,SZR,Generación,ENDG,"991,7"
ASEGC01,UP1,UP1 ASEGE,18W000000000UCQM,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ASEGE,"3,0"
ASIAGU,ASIAGU,HIDRO REG ORD CUENCA AGUERA,18W000000000Q46S,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"3,3"
ASIDUE,ASIDUERO,HYDRO REG ORDINARIO CH DUERO,18W000000000N3IJ,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"10,3"
ASIEBR2,ASIEBRO2,CUENCA EBRO REG ORDINARIO,18W000000000Q1GH,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"1,5"
ASIEBRO,ASIEBRO,HYDRO REG ORDINARIO CH EBRO,18W000000000N3JH,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"16,7"
ASIEC01,COMPRA ENE,ADQUISICIN DE ENERGA,18W0000000008NER,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ASIE,"5,0"
ASIJUCA,ASIJUCA,HYDRO REG ORDINARIO CH JUCAR,18W000000000ROTT,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"9,8"
ASITAJ,ASITAJ,HYDRO REG ORDINARIO CH TAJO,18W000000000N3HL,Hidráulica UGH,Venta,España,SZR,Generación,ASIE,"4,5"
ASRIHCC,ASRIHCC,UP COMPRA BATERIA SRI,18W000000000S58D,Almacenamiento,Compra,España,SZR,Unidades de almacenamiento,HC G,"0,3"
ASRIHCV,ASRIHCV,UP VENTA BATERIA SOTO DE RIBERA,18W000000000S59B,Almacenamiento,Venta,España,SZR,Unidades de almacenamiento,HC G,"0,2"
ASSEC01,ASSEC01,ASSENN ENERGY SL,18W000000000R17V,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ASSEN,"0,0"
ASTC01,ASTC01,ASTURAGUA SICA,18WASTURAGUAAST0,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,AST,"1,3"
ASTCP3,ASTCP3,ASTCP3,18WASTCP3-1234-7,Exportación Francia,Compra,Francia-España,SZR,Comercializador internacional,AST,"2,0"
ASTEC01,ASTEC01,COMPRA COMERCIALIZADORA,18W000000000UBUH,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ASTEN,"1,0"
ASTRC01,ASTRA,ASTRALCAD ENERGIA,18W000000000M11Q,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ASTRA,"1,0"
ASTVP3,ASTVP3,ASTVP3F,18WASTVP3-1234-2,Importación Francia,Venta,Francia-España,SZR,Comercializador internacional,AST,"2,0"
ATEEC01,PENINSULA,ATENCO PENINSULA,18W000000000JNN2,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ATENC,"1,0"
ATLSC01,ATLAS COMP,ATLAS ENERGIA COMERCIAL COMPRA,18WATLSC01-123-0,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ATLAS,"4,5"
ATLSR01,ATLSR01,ATLAS SRAD,18W000000000TRBB,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ATLAS,"1,0"
ATOMCEC,ATOMCEC,ATOMCEC,18W000000000M2C1,Gas Natural Cogeneración,Venta,España,SZR,Generación,DETIC,"9,7"
ATOMICO,ATOMICO,ATOMICO,18W000000000M2B3,Gas Natural Cogeneración,Venta,España,SZR,Generación,DETIC,"8,3"
ATPC01,ATPC01,COMPR COMERCIALIZADORA,18W000000000R45Q,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ATPEN,"0,1"
ATRIC01,ATRIAUP01,ATRIA ENERGA UNIDAD DE PROGRAMACION 01,18W000000000RFTJ,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ATRES,"1,0"
AUDAC01,AUDAC01,AUDAX ENERGIA,18WAUDAC01-123-Y,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ADXRE,"0,1"
AUNGNR,AUNGNR,UP A11 NO ALTA EIFCIENCIA,18WAUNGNR-1234-K,Gas Natural Cogeneración,Venta,España,SZR,Generación,GNRA,"1,0"
AVANC01,AVANC01,AVANC01,18W0000000006M3N,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AVAN,"0,1"
AVILC01,AVIL_ALUMB,AYUNTAMIENTO DE AVILES - ALUMBRADO PUBLICO,18WAVILC01-123-5,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,AVIL,"36,3"
AXEOC01,AXEO,AXEO ENERGIA SL,18W000000000V5YN,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AXEOE,"1,0"
AXPOR01,AXPOR01,SRAD AXPO,18W000000000QK2P,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,EGLE,"12,0"
AYLUC01,AYLUZ,AYLUZ COMERCIALIZADORA,18WAYLUC01-123-V,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,AYLUZ,"0,1"
AYPGNR,AYPGNR,A12 NO ALTA EFICIENCIA,18WAYPGNR-1234-O,Derivados del petróleo ó carbón,Venta,España,SZR,Generación,GNRA,"1,4"
AZULIB,AZULIB,18WAZULIB-123-1H,18WAZULIB-123-1H,Gas Natural Cogeneración,Venta,España,SZR,Generación,EGLE,"17,7"
BACAC01,BACAICOA,BACAICOA INDUSTRIAS PLASTICAS,18W000000000COF6,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,BACA,"1.200,0"
BAHIAB,BAHIAB,BAHA DE BIZKAIA ELECTRICIDAD SL,18WBAHIAB-123-0X,Ciclo Combinado,Venta,España,BBE ,Generación,BBEL,"785,3"
BAHIABX,BAHIABX,UP ADQUISICIÓN SSAA BAHIAB,18WBAHIABX-12--3,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,BBEL,"12,0"
BAKC01,BASKONIA,BASKONIA KIROL,18W000000000Q8S9,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,BASKO,"0,6"
BALEC01,BALEC01,BALEC01,18W000000000FN3L,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,ELECB,"10,0"
BALFRAE,BALFRA EXP,INTERCAMBIO TRANSFRONTERIZO DE BALANCE ES A FR,18WBALFRAE-123-2,Unidad instrumental internacional,Compra,Francia-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
BALFRAI,BALFRA IMP,INTERCAMBIO TRANSFRONTERIZO DE BALANCE FR A ES,18WBALFRAI-123-B,Unidad instrumental internacional,Venta,Francia-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
BALKC01,BALKC01,BALKC01,18W000000000I8GS,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,BALEI,"0,3"
BALPORE,BALPOR EXP,INTERCAMBIO TRANSFRONTERIZO DE BALANCE ES A PT,18WBALPORE-123-F,Unidad instrumental internacional,Compra,Portugal-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
BALPORI,BALPOR IMP,INTERCAMBIO TRANSFRONTERIZO DE BALANCE PT A ES,18WBALPORI-123-O,Unidad instrumental internacional,Venta,Portugal-España,SZR,Unidad instrumental internacional,REE,"9.999,0"
BANARES,BAÑARES,BAÑARES,18W000000000ODWV,Solar fotovoltaica,Venta,España,SZR,Generación,LMER,"1,1"
BATTOS,BATTOS FV,FV BATTOS,18W000000000S45M,Solar fotovoltaica,Venta,España,SZR,Generación,ELEIA,"2,9"
BAYWA1,ALHENDIN 1,UP FV ALHENDIN I,18W000000000ROEM,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"36,7"
BAYWA3,FV ALHEND3,UP FV ALHENDIN III,18W000000000ROGI,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"4,3"
BECOC01,BECO ,"BASSOLS ENERGÍA COMERCIAL, S.L.",18WBECOC01-12-2G,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BECO,"35,0"
BECVH01,BECVHI01,BEC VENDA HIDRAULICA,18W000000000BKZJ,Hidráulica no UGH,Venta,España,SZR,Generación,BECO,"1,4"
BECVH02,BECVH02,VENDA HIDRAULICA  MOLI CARLOT,18W000000000CJYK,Hidráulica no UGH,Venta,España,SZR,Generación,BECO,"0,5"
BECVS01,BECVS01,BECO VENDA SOLAR 01,18W000000000PKTC,Solar fotovoltaica,Venta,España,SZR,Generación,BECO,"1,0"
BEJAR,P DE BEJAR,PEÑA DE BEJAR,18W000000000U9YF,Solar fotovoltaica,Venta,España,SZR,Generación,NETRA,"4,0"
BELIN1,BELINCH1,BELINCHON FV EW,18W000000000PKJW,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"41,2"
BENOC01,BEROIL UP,BEROIL UP,18W000000000IF6R,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BENOI,"0,1"
BERC01,BERNA,FABRICA BERNA,18WBERC01-1234-I,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,MELUL,"0,6"
BEREBRO,BEREBRO,BARBO CUENCA EBRO,18WBEREBRO-123-L,Hidráulica UGH,Venta,España,SZR,Generación,BARER,"4,3"
BERJUCA,BERJUCA,BARBO CUENCA JUCAR,18WBERJUCA-123-I,Hidráulica UGH,Venta,España,SZR,Generación,BARER,"9,5"
BERLC01,BERLC01 CO,BERLC01 COMPRA,18W000000000R4KX,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,LUZYG,"1,0"
BERR1,BERR1,BERROCALILLO 1,18WBERR1-12345-S,Hidráulica UGH,Venta,España,SZR,Generación,HIDRJ,"0,1"
BERR2,BERR2,BERROCALILLO 2,18WBERR2-12345-J,Hidráulica UGH,Venta,España,SZR,Generación,HIDRJ,"0,3"
BES3,BESOS 3,C.T. BESOS 3 (CICLO COMBINADO) ENDESA,18WBES3-12345-0V,Ciclo Combinado,Venta,España,END ,Generación,ENDG,"411,9"
BES4,BESOS 4,C.T. BESOS 4 (CICLO COMBINADO) GAS NATURAL,18WBES4-12345-0L,Ciclo Combinado,Venta,España,NTG ,Generación,GNCC,"399,7"
BES5,BESOS 5,C.T. BESOS 5 CICLO COMBINADO (ENDESA),18WBES5-123456-T,Ciclo Combinado,Venta,España,END ,Generación,ENDG,"859,0"
BESC01,BESC01,COMPRA COMERCIALIZADORA,18W000000000R44S,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BESPI,"0,1"
BESTC01,BESTC01,BEST OPTION COMPRA,18W000000000RWJP,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BESTO,"0,0"
BEYOC01,BEYOC01,UP BEYOC01,18W000000000DBQJ,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BEYON,"0,1"
BIOC01,BIODIESEL,BIODIESEL ARAGON,18W000000000RL3G,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,BIODI,"1,0"
BIOFEN,BIOGAS,PLANTAS BIOGAS MENORES 1 MW,18W000000000UO7O,Biogás,Venta,España,SZR,Generación,FEN,"0,0"
BIROC01,BIROUGAS,BIROUGAS SL,18W000000000GZKL,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BIROU,"1,0"
BIRSPRA,BIRSPRA,BIRSPRA,18W000000000IO28,Biogás,Venta,España,SZR,Generación,RSPRA,"0,6"
BLAGAR,BLAGARES,UP BIOGAS EDAR LAGARES,18W000000000L16K,Biogás,Venta,España,SZR,Generación,IGNIS,"1,6"
BLANC,BLANC,BLANC,18WBLANC-12345-Z,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"6,0"
BNPRC01,BNPRC01,BNPRC01,18W000000000GHNW,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BNPRU,"0,1"
BNPRV01,BONPREU V,BONPREU V,18W000000000Q3H9,Solar fotovoltaica,Venta,España,SZR,Generación,BNPRU,"1,7"
BOAEC01,UP BOAEN,UP BOAENERGTICA,18W000000000PYRB,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BOAEN,"0,1"
BOLI,BOLI,BOLINCHES,18WBOLI-123456-4,Hidráulica UGH,Venta,España,SZR,Generación,BARER,"0,4"
BPC01,BPGAS_COM,BP GAS EUROPE COMERCIALIZADORA,18WBPC01-1234-2A,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BP,"0,1"
BPSRR01,BPSRR01,BPSRR01,18W000000000V28A,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BNPRU,"1,0"
BREFEN,EOL3MW,EOL MAYOR 1 MW,18W000000000UJBV,Eólica terrestre,Venta,España,SZR,Generación,FEN,"2,9"
BREIC01,UP IBERICA,IBERICA IMPULSA SL,18W000000000KNBM,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,IBERB,"1,0"
BRENB,UP BREÑA B,UP BOMBEO BREÑA 2,18W000000000M2V0,Consumo bombeo,Compra,España,SZR,Consumo bombeo,IGNIS,"50,0"
BRJV01,BRJV01,PFV BORJA,18W000000000V8PW,Solar fotovoltaica,Venta,España,SZR,Generación,TRISO,"8,0"
BRR1,BARRIOS,C.T. LOS BARRIOS,18WBRR1-12345-0H,Hulla sub-bituminosa,Venta,España,SZR,Generación,VIEPR,"570,0"
BRR1X,AUX BRR1,CONSUMOS AUX CT LOS BARRIOS,18W000000000BKEO,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,VIEPR,"34,1"
BRUC,PSBRUC,PS HUELVA 2021 BRUC,18W000000000P3XI,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"40,9"
BSGEC01,BSGEA,BSGEA,18W0000000008G7P,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BSGEA,"1,0"
BSOUP01,BSOUPTAL01,UP BASSOLS SOLAR ORION TALAVERA,18W000000000SV97,Solar fotovoltaica,Venta,España,SZR,Generación,BECO,"8,2"
BTN,BTN,BTN,18WBTN-1234567-O,Hidráulica UGH,Venta,España,SZR,Generación,VIEG,"0,1"
BTRR1,BTRR1,BTRR1,18W000000000RVD3,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"41,2"
BTRR2,BTRR2,BTRR2,18W000000000RVB7,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"41,2"
BTRR3,BTRR3,BTRR3,18W000000000RVGY,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"41,2"
BYDETIC,BYDETIC,DETIC BIOGS,18W000000000582Y,Biogás,Venta,España,SZR,Generación,DETIC,"1,1"
BYENC01,BYENC01,BY ENERGYC PENINSULA,18W000000000HQM3,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,BYENE,"0,1"
CACIC01,CACIC01,COMPRA COMERCIALIZADORA,18W000000000UZZ9,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CACI,"1,0"
CADLC01,UC CANDELA,UNIDAD COMPRA CANDELA,18W000000000F256,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CANDL,"0,0"
CALEC01,CALEN,CALE NUEVO,18W000000000EY7L,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,CALEA,"2,3"
CAMCC01,CAMPO_UP,CAMPO COMPRAS,18W00000000053M9,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CAMCO,"0,4"
CAMG20X,CAMG20X,CAMG20X,18W0000000004EMH,Consumo de Servicios Auxiliares,Compra,España,SZR,Servicios auxiliares,DETIC,"7,0"
CAMGI10,CAMPGIB1,C.C. CAMPO GIBRALTAR 1,18WCAMGI10-12-07,Ciclo Combinado,Venta,España,NTG ,Generación,GNCC,"392,6"
CAMGI20,CAMPGIB2,C.C. CAMPO GIBRALTAR 2,18WCAMGI20--1-0D,Ciclo Combinado,Venta,España,CEP ,Generación,SEDAE,"387,9"
CANTI44,CANTI44,CANTILLANA44,18W000000000RB2B,Solar fotovoltaica,Venta,España,SZR,Generación,ADXRE,"5,0"
CANXC01,CANALIZACI,MOLECOR CANALIZACIONES,18W000000000POA1,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,MOLEC,"4,7"
CAPLC01,CAPALOESP,CAPALO AI SPAIN OY,18W000000000U3YX,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CAPAL,"0,0"
CAPTC01,CAPTURC01,CAPTURC01,18W000000000QT9L,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,CAPTA,"0,1"
CARRA,CARRA,SIC12 CARRA,18W000000000TVWV,Solar fotovoltaica,Venta,España,SZR,Generación,NETRA,"3,0"
CASAC01,CASAT,CASAT,18W0000000001MN3,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,CASAT,"1,2"
CASAI,CASAF I,CASAFUERTE I,18W000000000UZ8Q,Solar fotovoltaica,Venta,España,SZR,Generación,ELEIA,"41,9"
CASAII,CASAF II,CASAFUERTE II,18W000000000UZAM,Solar fotovoltaica,Venta,España,SZR,Generación,ELEIA,"31,2"
CASAIII,CASA III,CASAFUERTE III,18W000000000U6ZM,Solar fotovoltaica,Venta,España,ELE ,Generación,ELEIA,"30,0"
CASAIV,CASA IV,CASAFUERTE IV,18W000000000U71D,Solar fotovoltaica,Venta,España,ELE ,Generación,ELEIA,"30,0"
