up_code,up_name,subject_code,technology_esios
FVPON,FVPON,GNRA,Solar fotovoltaica
FVPOSA,FVPOSA,GNRA,Solar fotovoltaica
FVPOST,POSTIGO SO,TOTGA,Solar fotovoltaica
FVRIOJA,FV RIOJA,LMER,Solar fotovoltaica
FVROM1,ROMERAL 1,TOTGA,Solar fotovoltaica
FVROM2,FVROM2,TOTGA,Solar fotovoltaica
FVRUELA,FVRUELA,NEXU,Solar fotovoltaica
FVSANMI,FV SAN MIG,WMARK,Solar fotovoltaica
FVSESAN,FVSESAN,GNRA,Solar fotovoltaica
FVSSVAN,FVSSVAN,GNRA,Solar fotovoltaica
FVTABA,FVTABA,GNRA,Solar fotovoltaica
FVTEJES,FVTEJES,GNRA,Solar fotovoltaica
FVTORRN,FVTORRNOR,WMARK,Solar fotovoltaica
FVTORRS,FVTORRSUR,WMARK,Solar fotovoltaica
FVVAL1,VALIENTES,TOTGA,Solar fotovoltaica
FVVAL2,VALIENTES2,TOTGA,Solar fotovoltaica
FWERSOL,FWERSOL,NEXU,Solar fotovoltaica
FXRSPRE,FXRSPRE,RSPRE,Solar fotovoltaica
FYAGENT,FYAGENT,AGENT,Solar fotovoltaica
FYAGREN,FYAGREN,AGREN,Solar fotovoltaica
FYALBA1,FYALBA1,CEG,Solar fotovoltaica
FYALBA2,FYALBA2,CEG,Solar fotovoltaica
FYAME,FYAME,AME,Solar fotovoltaica
FYASIE,FOTVREGESP,ASIE,Solar fotovoltaica
FYATENC,FYATENC,ATENC,Solar fotovoltaica
FYATLAS,FYATLAS,ATLAS,Solar fotovoltaica
FYBSG,FYBSG,BSGEA,Solar fotovoltaica
FYCEDSL,FYCEDSL,CEDSL,Solar fotovoltaica
FYCEG,FYCEG,CEG,Solar fotovoltaica
FYCESOS,FYCESOS,CESOS,Solar fotovoltaica
FYCEXXI,FYCEXXI,EEXXI,Solar fotovoltaica
FYCLIDM,RET SUP 15,CLIDM,Solar fotovoltaica
FYCYE,UPRREFVCD,CYE,Solar fotovoltaica
FYDETIC,FYDETIC,DETIC,Solar fotovoltaica
FYEBLCO,FYEBLCO,EBLCO,Solar fotovoltaica
FYEEXXI,FYEEXXI,EEXXI,Solar fotovoltaica
FYEFG,FYEFG,EFG,Solar fotovoltaica
FYEGED,FYEGED,EGED,Solar fotovoltaica
FYEGLE,FYEGLE,EGLE,Solar fotovoltaica
FYEGUAS,FYEGUAS,CEG,Solar fotovoltaica
FYENDG,FYENDG,ENDG,Solar fotovoltaica
FYEONUR,FYEONUR,EONUR,Solar fotovoltaica
FYEPES,YPS,GESTE,Solar fotovoltaica
FYFEN,FYFEN,FEN,Solar fotovoltaica
FYFUTGR,UP FYFUTGR,FUTGR,Solar fotovoltaica
FYGAC,FYGAC,GAC,Solar fotovoltaica
FYGEMSL,GEM FV,GEMSL,Solar fotovoltaica
FYGENER,FYGENER,ADXRE,Solar fotovoltaica
FYGESTE,FYGESTE,GESTE,Solar fotovoltaica
FYGNRA,FYGNRA,GNRA,Solar fotovoltaica
FYGNSUR,FYGNSUR,GNSUR,Solar fotovoltaica
FYGSETT,GSE S.A.,GSETT,Solar fotovoltaica
FYHCCUR,FYHCCUR,HCCUR,Solar fotovoltaica
FYHCG,FYHCG,HC G,Solar fotovoltaica
FYHELIO,FYHELIO,HELIO,Solar fotovoltaica
FYIBCUR,FYIBCUR,IBCUR,Solar fotovoltaica
FYIBGES,FYIBGES,IBGES,Solar fotovoltaica
FYIGNI,IGNI FY,IGNIS,Solar fotovoltaica
FYLAUEI,FYLAUEI,LAUEI,Solar fotovoltaica
FYLMER,FYLMER,LMER,Solar fotovoltaica
FYNEXU,FYNEXU,NEXU,Solar fotovoltaica
FYNRENO,FYNRENO,NRENO,Solar fotovoltaica
FYREN2,FYREN2,CEG,Solar fotovoltaica
FYREPSB,FYREPSB,REPSB,Solar fotovoltaica
FYRSPRA,FYRSPRA,RSPRA,Solar fotovoltaica
FYSERVC,FYSERVC,SERVC,Solar fotovoltaica
FYTERSA,TERSAFVOL,TERSA,Solar fotovoltaica
FYUNCLI,FYUNCLI,NEXU,Solar fotovoltaica
FYUNQUE,FYUNQUE,NEXU,Solar fotovoltaica
FYWMARK,FYWMARK,WMARK,Solar fotovoltaica
FZAFRA,UP ZAFRA,NEXU,Solar fotovoltaica
FZARZMS,FZARZMS,NEXU,Solar fotovoltaica
FZNCONE,FZNCONE,NEXU,Solar fotovoltaica
FZORITA,FZORITA,CEG,Solar fotovoltaica
FZRATAN,FZRATAN,NEXU,Solar fotovoltaica
FZRPCOS,FZRPCOS,NEXU,Solar fotovoltaica
FZUERA2,FZUERAA2,NEXU,Solar fotovoltaica
FZUERAS,FZUERAA,NEXU,Solar fotovoltaica
GABAC01,GABA,GABAC,Comercializadores mercado libre
GACC01,GACC01,GAC,Comercializadores mercado libre
GAENER1,GAENER1,AENER,Genéricas
GAIAC01,GAIA COMER,GGLOB,Comercializadores mercado libre
GALAC01,GALAC01,GALA1,Comercializadores mercado libre
GALPC01,GALPUP,GALP,Comercializadores mercado libre
GALPR01,GALPSRAD,GALP,Comercializadores mercado libre
GALPS1,GALPV1,GALP,Solar fotovoltaica
GALPS2,GALPS2,GALP,Solar fotovoltaica
GALPS23,LOGRO,GALP,Solar fotovoltaica
GALPS24,IALCI,GALP,Solar fotovoltaica
GALPS25,IALCI,GALP,Solar fotovoltaica
GALPS26,IALCAIII,GALP,Solar fotovoltaica
GALPS27,ALCAZAR II,GALP,Solar fotovoltaica
GALPS28,VALDIVIESO,GALP,Solar fotovoltaica
GALPS29,RIBAGRANDE,GALP,Solar fotovoltaica
GALPS3,GALPS3,GALP,Solar fotovoltaica
GALPS30,SIERREZUEL,GALP,Solar fotovoltaica
GALPS31,ESCARNES,GALP,Solar fotovoltaica
GALPS32,ENVITERO,GALP,Solar fotovoltaica
GALPS33,MOCATERO,GALP,Solar fotovoltaica
GALPS34,IGNISSOLAR,GALP,Solar fotovoltaica
GALPS35,MEDIOMONTE,GALP,Solar fotovoltaica
GALPS36,EMOCION,GALP,Solar fotovoltaica
GALPS37,ESCATRNSII,GALP,Solar fotovoltaica
GALPS38,PALABRA,GALP,Solar fotovoltaica
GALPS39,VALDELAGUA,GALP,Solar fotovoltaica
GALPS40,EL ROBLEDO,GALP,Solar fotovoltaica
GALPS41,HAZAÑA SOL,GALP,Solar fotovoltaica
GALPS42,TALENTO,GALP,Solar fotovoltaica
GALPS43,ESPLENDOR,GALP,Solar fotovoltaica
GALPS44,PITARCO,GALP,Solar fotovoltaica
GALPS53,ALBARREAL,GALP,Solar fotovoltaica
GALPS54,GALPS54,GALP,Solar fotovoltaica
GALPS55,GALPS55,GALP,Solar fotovoltaica
GALPS61,MONTEGORDO,GALP,Eólica terrestre
GALPS62,CARBAS,GALP,Eólica terrestre
GALPS63,CALDERA,GALP,Eólica terrestre
GALPS64,TESOSANTO,GALP,Eólica terrestre
GALPS65,EXTRESOL 1,GALP,Solar térmica
GALPS78,ALMARAZ,GALP,Solar fotovoltaica
GALPS79,TOLEDO,GALP,Solar fotovoltaica
GALPS80,AHIN,GALP,Solar fotovoltaica
GALPS81,CBLANCA,GALP,Solar térmica
GALPS82,ABUELA,GALP,Eólica terrestre
GALPS83,COLMENAR,GALP,Eólica terrestre
GALPS84,NOGUERA,GALP,Eólica terrestre
GALPS85,VEGAS,GALP,Eólica terrestre
GALPS86,SERON1,GALP,Eólica terrestre
GALPS87,SERON2,GALP,Eólica terrestre
GALPS88,TIJOLA,GALP,Eólica terrestre
GALPS89,CERROBLANC,GALP,Eólica terrestre
GALPS90,PEMAJALES,GALP,Eólica terrestre
GALPS91,PETORVISCA,GALP,Eólica terrestre
GALPS92,PE BREÑA,GALP,Eólica terrestre
GALPS93,PEÑA NEBIN,GALP,Eólica terrestre
GALPS94,PEVILLAMAY,GALP,Eólica terrestre
GALPS95,PECABRITO,GALP,Eólica terrestre
GALPS96,ESCAMBRONS,GALP,Eólica terrestre
GALPS97,PEBENALAZ,GALP,Eólica terrestre
GALPS98,PEBOIRA,GALP,Eólica terrestre
GALPS99,PELOSILLA,GALP,Eólica terrestre
GALPT01,GALPS100,GALP,Eólica terrestre
GALPT02,BENALAZ II,GALP,Eólica terrestre
GALPT03,SAGUAS,GALP,Eólica terrestre
GALPT06,THARSIUP,GALP,Eólica terrestre
GALPT09,CAMPIL,GALP,Eólica terrestre
GALPT10,CANTER,GALP,Eólica terrestre
GAMBC01,GAMBASTAR,GAMB,Consumos directos en mercado
GAMIC01,GAMBITO,GAMBI,Comercializadores mercado libre
GAOLC01,GANA ENER,GAOLA,Comercializadores mercado libre
GASRGAN,GASRGAN,LMER,Biogás
GASTU1,GASTU1,AST,Genéricas
GAUDAX,GAUDAX,ADXRE,Genéricas
GAVIAEG,GAVIAEG,EGLE,Eólica terrestre
GAVIC01,GAVIPLAS,GAVIP,Consumos directos en mercado
GBENC01,GB ENERGIA,GBENE,Comercializadores mercado libre
GBNPRV1,GBNPRV1,BNPRU,Genéricas
GBPG1,GBPG1,BP,Genéricas
GCENTE1,GCENTE1,CENTE,Genéricas
GDETI1,GDETI1,DETIC,Genéricas
GDIVC01,GDIVC01,GDIVE,Comercializadores mercado libre
GDLQ,GUADALQUIV,ENDG,Hidráulica UGH
GDLQB,GDLQB,ENDG,Consumo bombeo
GDNA,GUADIANA,ENDG,Hidráulica UGH
GDREUA1,UG FOENER,DREUA,Genéricas
GDUFER1,GDUFER1,DUFER,Genéricas
GEBLCO1,GEBLCO1,EBLCO,Genéricas
GEDFT1,GEDFT1,EDFT,Genéricas
GEFG1,GEFG1,EFG,Genéricas
GEGC01,ENERG,ENERG,Comercializadores mercado libre
GEGED1,GEGED1,EGED,Genéricas
GEGLE1,GEGLE1,EGLE,Genéricas
GELEGA1,UPGENERIC,ELEGA,Genéricas
GENAH,GENAH,AME,Oceano y geotérmica
GENCEG1,GENENCEG,EENER,Genéricas
GENDG1,GENDG1,ENDG,Genéricas
GEOAC01,GEOAC01,GEOAL,Comercializadores mercado libre
GEOAL,VENTA FOTO,GEOAL,Solar fotovoltaica
GEOLC01,GEO LUZ Y,GEOLU,Comercializadores mercado libre
GEPLAS,GEPLAS,EWCA,Gas Natural Cogeneración
GEROUT1,GEN EROUTE,EROUT,Genéricas
GESIC01,GESTINER,GESTI,Comercializadores mercado libre
GESLC01,GESL,GESL,Comercializadores mercado libre
GESPCX1,PORGENC,GESTE,Porfolio
GESPVX1,PORGENV,GESTE,Porfolio
GESQC01,GESQC01,GESTQ,Comercializadores mercado libre
GESTC01,GESTC01,GESTE,Comercializadores mercado libre
GESTCOM,GESTCOM,DETIC,Biogás
GEXTIII,GEXTRESIII,GALP,Solar térmica
GEXTRII,GEXTRESOLI,GALP,Solar térmica
GFORTI1,FORTGEN,FORTI,Genéricas
GFRGS1,GST,FR_GS,Genéricas
GGAC1,GGAC1,GAC,Genéricas
GGMT1,GMT,GMT,Genéricas
GGNCO1,GEN,GNCO,Genéricas
GGNRA1,GGNRA1,GNRA,Genéricas
GGSLZ1,GGSLZ1,GSLZE,Genéricas
GHCG1,GHCG1,HC G,Genéricas
GHISPE1,GHISPE1,HISPE,Genéricas
GIBEG1,GIBEG1,IBEG,Genéricas
GIBGES1,GIBGES1,IBGES,Genéricas
GIGNI1,GENERICA1,IGNIS,Genéricas
GJARON1,GJARON1,JARON,Genéricas
GKVASI1,KVGEN,KVASI,Genéricas
GMARTB1,UPGENERICA,MARTB,Genéricas
GMEC01,GME,GME,Comercializadores mercado libre
GMEEC01,CD GME,GME,Consumos directos en mercado
GMERCU1,MERCU,MERCU,Genéricas
GMETEE1,UP METGEN,METEN,Genéricas
GMTCP3,GMTCP3,GMT,Exportación Francia
GMTVP3,GMTVP3,GMT,Importación Francia
GNCOC01,GNCO,GNCO,Comercializadores mercado libre
GNCOCP3,GNCOCP3,GNCO,Exportación Francia
GNCOVP3,GNCOVP3,GNCO,Importación Francia
GNCPCX1,GNCPCX1,GNCO,Porfolio
GNCPVX1,GNCPVX1,GNCO,Porfolio
GNEAS1,NEAS-CG,NEAS,Genéricas
GNEXU1,GNEXU1,NEXU,Genéricas
GNIDH1,GNIDH1,NIDHO,Genéricas
GNOBLE1,GENERIC,NOBLE,Genéricas
GNRAC01,GNRAC01,GNRA,Comercializadores mercado libre
GNRACP3,GNRACP3,GNRA,Exportación Francia
GNRAVP3,GNRAVP3,GNRA,Importación Francia
GNRPCX1,GNRPCX1,GNRA,Porfolio
GNRPVX1,GNRPVX1,GNRA,Porfolio
GNSEC01,GNSE,GNSE,Comercializadores mercado libre
GNSER01,GNSER01,GNSE,Comercializadores mercado libre
GNSUC01,GNSUC01,GNSUR,Comercializadores último recurso
GNSUCEB,GNSUCEB,GNSUR,Enlace Baleares
GOENC01,GODAY ENER,GOENC,Comercializadores mercado libre
GOICCX1,GOICCX1,GOIEN,Porfolio
GOICVX1,GOICVX1,GOIEN,Porfolio
GOIEC01,GOIEC01,GOIEN,Comercializadores mercado libre
GOIEV01,GOIEV01,GOIEN,Biogás
GOIEV02,GOIEV02,GOIEN,Solar fotovoltaica
GOIEV03,GOIEV03,GOIEN,Hidráulica no UGH
GONE1,GONE1,ONE,Genéricas
GPIBCUR,GPIBCUR,IBCUR,Oceano y geotérmica
GPOWER1,PM GENERIC,POWER,Genéricas
GRAFC01,GRAFV,GRAFV,Consumos directos en mercado
GRANA,GRANA,GNRA,Hidráulica UGH
GRDZ,GRDZ,WMARK,Hidráulica UGH
GREEC01,GREEC01UP,GRNSR,Comercializadores mercado libre
GRENC01,GREEN360,GREAL,Comercializadores mercado libre
GREPSB1,GREPSB1,REPSB,Genéricas
GRTEC01,GERENTA_E,GRTEN,Comercializadores mercado libre
GSAMP1,GSAMP1,SAMP,Genéricas
GSHEEN1,GSHEEN1,SHEEN,Genéricas
GSLZC01,GSLZC01,GSLZE,Comercializadores mercado libre
GSLZV02,CACERES 1,IGNIS,Solar fotovoltaica
GSLZV03,CACERES 2,IGNIS,Solar fotovoltaica
GSLZV04,GSLZV04,GSLZE,Solar fotovoltaica
GSMARC1,SMARCGENER,SMARC,Genéricas
GSMG1,GSMG1,SMG,Genéricas
GSSEEN1,GENERICA_F,SSEEN,Genéricas
GSTCP3,GSTCP3,FR_GS,Exportación Francia
GSTVP3,GSTVP3,FR_GS,Importación Francia
GTOTGA1,GTOTGA1,TOTGA,Genéricas
GTSRDE1,GTSRDE1,TSRDE,Genéricas
GUAAS01,UP GUASCOR,TRISO,Energía residual
GUADA,GUADA,GNRA,Hidráulica no UGH
GUADIX_,UP_GUADIX,LIDER,Solar fotovoltaica
GUIB,GUILLENA B,ENDG,Consumo bombeo
GUIG,GUILLENA G,ENDG,Turbinación bombeo
GUISC01,GUISC01,GUIS,Comercializadores mercado libre
GUISC02,GUIS CD,GUIS,Consumos directos en mercado
GUISGN,GUIS VENTA,GUIS,Gas Natural Cogeneración
GUISR01,GUISR01,GUIS,Consumos directos en mercado
GUNEL01,GUNEL01,UNEL,Genéricas
GURBC01,GURBC01,GURBT,Comercializadores mercado libre
GVIEG1,GEONG1,VIEG,Genéricas
GVISA1,GVISA1,VISAL,Genéricas
GVITOL1,GVITOL01,VITOL,Genéricas
GWHCC01,GWHCC01,GWHCO,Comercializadores mercado libre
GWMARK1,GWMARK1,WMARK,Genéricas
GYEEXXI,GYEEXXI,EEXXI,Oceano y geotérmica
GYGNRA,OLAS,GNRA,Oceano y geotérmica
GYIBCUR,GYIBCUR,IBCUR,Oceano y geotérmica
HABGN,HABGN,GNRA,Solar fotovoltaica
HACUAM,HACUAM,EGLE,Hidráulica no UGH
HACUAVI,HACUAVI,IGNIS,Hidráulica no UGH
HAFEC01,HAFESA,HAFES,Comercializadores mercado libre
HAGUI,HAGUILA,IGNIS,Hidráulica no UGH
HALANGE,HALANGE,NEXU,Hidráulica no UGH
HALCOL,HALCOL,EGLE,Hidráulica no UGH
HANARBE,HANARBE,GNRA,Hidráulica no UGH
HANTEL,HANTEL,EGLE,Hidráulica no UGH
HAPHIG,HAPHIG,EGLE,Hidráulica no UGH
HAPOC01,HAPO,HAPO,Consumos directos en mercado
HARENG,HARENG,EGLE,Hidráulica no UGH
HARNO,HARNO,EGLE,Hidráulica no UGH
HARXC01,HARINERA,HARXX,Consumos directos en mercado
HATJUG,HATJUG,EGLE,Hidráulica no UGH
HATUDEL,HATUDEL,EGED,Hidráulica no UGH
HAZANON,HAZANON,CEG,Hidráulica no UGH
HBARCO,HBARCO,EGLE,Hidráulica no UGH
HBARDE,HBARDE,EGLE,Hidráulica no UGH
HBARLO,HBARLO,EGLE,Hidráulica no UGH
HBAUSEN,HBAUSEN,NEXU,Hidráulica no UGH
HBBONAR,HBBONAR,DETIC,Híbrida renovable
HCADOS,HCADOS,EGLE,Hidráulica no UGH
HCALDA,HCALDA,EGLE,Hidráulica no UGH
HCAMPOS,HCAMPOS,CEG,Hidráulica no UGH
HCASAR,HCASAR,CEG,Hidráulica no UGH
HCAST,UPCASTRELO,IGNIS,Hidráulica no UGH
HCASTRO,HCASTRO,GNRA,Hidráulica no UGH
HCENE01,HC-ENE NAC,HCENE,Comercializadores mercado libre
HCERRAT,HCERRAT,CEG,Hidráulica no UGH
HCGC01,HCGC01,HC G,Comercializadores mercado libre
HCGCOX,HCGCOX,HC G,Consumo de Servicios Auxiliares
HCGEORS,HCGEORS,HC G,Eólica terrestre
HCGFVSA,HCGFVSA,HC G,Solar fotovoltaica
HCGFVSC,HCGFVSC,HC G,Solar fotovoltaica
HCGSCS2,HCGSCS2,HC G,Eólica terrestre
HCGSCS3,HCGSCS3,HC G,Eólica terrestre
HCGSCSA,HCGSCSA,HC G,Eólica terrestre
HCGSIH2,HCGSIH2,HC G,Eólica terrestre
HCGSIHA,HCGSIHA,HC G,Eólica terrestre
HCHI,HC-HIDRAUL,HC G,Hidráulica UGH
HCHI2,HCHI2,HC G,Hidráulica no UGH
HCHZAMU,HCHZAMU,GNRA,Hidráulica no UGH
HCMINE,HCMINE,EGLE,Hidráulica no UGH
HCNSC01,HCNSC01,HC G,Comercializadores mercado libre
HCOGOTA,HCOGOTA,GNRA,Hidráulica no UGH
HCOHIG,HCOHIG,EGLE,Hidráulica no UGH
HCORADA,HCORADA,NEXU,Hidráulica no UGH
HCUER,HCUER,GNRA,Hidráulica no UGH
HCURC01,HCURC01,HCCUR,Comercializadores último recurso
HCURCEB,HCUR BALEA,HCCUR,Enlace Baleares
HDALT01,HASTURIAS,INTRA,Hidráulica no UGH
HDALT02,HCUENCA,INTRA,Hidráulica no UGH
HDOSA,HDOSA,GNRA,Hidráulica no UGH
HDUEROK,HDUEROK,CEG,Hidráulica no UGH
HDXT01,UPHDXT01,DUFER,Hidráulica UGH
HDXT02,UPHDXT02,DUFER,Hidráulica no UGH
HDXT03,UPHDXT03,DUFER,Hidráulica no UGH
HEALTOG,HEALTOG,EGED,Hidráulica no UGH
HECEC01,HECEC01,HECEN,Comercializadores mercado libre
HEEARG,HEEARG,CEG,Hidráulica no UGH
HEGEDGS,LA SARRA,EGED,Hidráulica no UGH
HEGILLO,HEGILLO,CEG,Hidráulica no UGH
HEGPE,HEGPE,ECYR,Hidráulica no UGH
HEGPE3,HEGPE3,ECYR,Hidráulica no UGH
HELEC01,UP01 HELIO,HELEC,Comercializadores mercado libre
HELIC01,HELIOS PEN,HELEI,Comercializadores mercado libre
HENANSA,HENANSA,EGED,Hidráulica no UGH
HENGAG,HENGAG,EGLE,Hidráulica no UGH
HENREU,HENREU,EGLE,Hidráulica no UGH
HERRE3,HERRE3,ELEIA,Solar fotovoltaica
HESDIG,HESDIG,EGLE,Hidráulica no UGH
HESEGR2,HESEGR2,EGED,Hidráulica no UGH
HESEGRE,HESEGRE,EGED,Hidráulica no UGH
HESERRA,18W0000000,EGED,Hidráulica no UGH
HEUGI,HEUGI,CEG,Hidráulica no UGH
HFASIE,HID RE 05,ASIE,Hidráulica no UGH
HFCEREG,HFCEREG,EGLE,Híbrida renovable
HFDETIC,HFDETIC,DETIC,Hidráulica no UGH
HFEGED,HTARIFA,EGED,Hidráulica no UGH
HFGASN,HFGASN,GNCO,Hidráulica no UGH
HFGNRA,HIDRAULICA,GNRA,Hidráulica no UGH
HFIBGES,HFIBGES,IBGES,Hidráulica no UGH
HFITURB,ITUR,ITURB,Hidráulica no UGH
HFNEXU,HFNESXU,NEXU,Hidráulica no UGH
HFOHIS,HFOHIS,EGLE,Hidráulica no UGH
HFPLANA,HFPLANA,DETIC,Hidráulica no UGH
HFRESER,HFRESER,NEXU,Hidráulica no UGH
HFWMARK,HFWMARK,WMARK,Hidráulica no UGH
HGALLU,HGALLU,EGLE,Hidráulica no UGH
HGAME,HGAME,AME,Hidráulica no UGH
HGDALI,HGDALI,HC G,Hidráulica no UGH
HGDF01,HGDF01,EBLCO,Hidráulica no UGH
HGEFG,HGEFG,EFG,Hidráulica no UGH
HGENHI,HGENHI,ANGEL,Hidráulica no UGH
HGIES,HGIES,EGLE,Hidráulica no UGH
HGORGOL,HGORGOL,CEG,Hidráulica no UGH
HGRCUG,HGRCUG,EGLE,Hidráulica no UGH
HGST200,HGST200,GESTE,Hidráulica no UGH
HGST201,HGST201,GESTE,Hidráulica no UGH
HGST203,HGST203,GESTE,Hidráulica no UGH
HGST208,HGST208,GESTE,Hidráulica no UGH
HGST209,HGST209,GESTE,Hidráulica no UGH
HGST230,HGST230,GESTE,Hidráulica no UGH
HGUADAL,GUADALOPE,GESTE,Hidráulica no UGH
HGUEJG,HGUEJG,EGLE,Hidráulica no UGH
HHDESP,HHDESP,HDE,Hidráulica no UGH
HHERRG,HHERRG,EGLE,Hidráulica no UGH
HHICAG,HHICAG,EGLE,Hidráulica no UGH
HHIDFR,HHIDFR,EGLE,Hidráulica no UGH
HHIDGA,HHIDGA,EGLE,Hidráulica no UGH
HHIFRE,HHIFRE,EGLE,Hidráulica no UGH
HHIMEG,HHIMEG,EGLE,Hidráulica no UGH
HHIPAL,HHIPAL,EGLE,Hidráulica no UGH
HHIPIN,HHIPIN,EGLE,Hidráulica no UGH
HHITOIZ,HHITOIZ,CEG,Hidráulica no UGH
HHOJAM,HOJAMARTA,EGED,Hidráulica no UGH
HHONZA,HHONZA,WMARK,Hidráulica no UGH
HHRSPRA,HHRSPRA,RSPRA,Hidráulica no UGH
HHTTRIN,HHTTRIN,INTRA,Hidráulica no UGH
HHURONE,HHURONE,JDALU,Hidráulica no UGH
HIBBABI,HIB BABILA,EENER,Híbrida renovable-térmica no renovable
HIBBEBE,HIBBEBE,LMER,Gas Natural Cogeneración
HIBCOMA,HIBCOMA,LMER,Gas Natural Cogeneración
HIBENAA,ES-HIBENAA,AME,Híbrida renovable-térmica no renovable
HIBFUTU,HIBFUTUCER,LMER,Híbrida renovable-térmica no renovable
HIBHELI,HIBHELIOS,LMER,Gas Natural Cogeneración
HIBIBER,HIBIBERFRU,LMER,Gas Natural Cogeneración
HIBSANG,HIB SANGUE,WMARK,Híbrida renovable
HIBSHA2,HIBSHA2,HC G,Híbrida renovable
HIBSHA3,HIBSHA3,HC G,Híbrida renovable-almacenamiento
HIBSIHA,HIBSIHA,HC G,Híbrida renovable
HIBSPAR,HIB SERRA,WMARK,Híbrida renovable
HIDAGST,HIDA,GESTE,Hidráulica no UGH
HIDEUR,HIDEUR,WMARK,Hidráulica no UGH
HIDRAUL,H1CEG,IGNIS,Hidráulica no UGH
HIDSC01,HIDR SERV,HIDSE,Comercializadores mercado libre
HILAC01,HILAD,HILAD,Consumos directos en mercado
HINOJ,HINOJOSASF,IGNIS,Solar fotovoltaica
HINTRA,HINTRA,INTRA,Hidráulica no UGH
HIS1R01,HIS1R01,HISPE,Comercializadores mercado libre
HISPC01,HISPAELEC,HISPE,Comercializadores mercado libre
HJERTE,HJERTE,NEXU,Hidráulica no UGH
HLACOBA,HLACOBA,GNRA,Hidráulica no UGH
HLASJO,HLASJO,GNRA,Hidráulica UGH
HLAVERN,HLAVERN,EGLE,Hidráulica no UGH
HLEIRA,HLEIRA,NEXU,Hidráulica no UGH
HLLOREN,HLLORENS,NEXU,Hidráulica no UGH
HLOURG,HLOURG,EGLE,Hidráulica no UGH
HLRSPRE,HLRSPRE,RSPRE,Eólica terrestre
HLYC01,HALLEY COM,HALLE,Comercializadores mercado libre
HMERCA,HMERCA,EGLE,Hidráulica no UGH
HMICAN,HMICAN,EGLE,Hidráulica no UGH
HMOLINO,HMOLINO,NEXU,Hidráulica no UGH
HMPUNTE,HMPUNTE,NEXU,Hidráulica no UGH
HMSRO,HMSRO,GNRA,Hidráulica UGH
HMURI,HMURI,EFG,Hidráulica no UGH
HNIGUEL,HNIGUEL,GNRA,Hidráulica no UGH
HNORHI,HNORHI,EGLE,Hidráulica no UGH
HNRPGG,HNRPGG,EGLE,Hidráulica no UGH
HNSMER,HNSMER,REPSB,Hidráulica no UGH
HONATIK,HONATIK,GOIEN,Hidráulica no UGH
HOREC01,HORENER,HORE,Comercializadores mercado libre
HORN16,HORN16,ADXRE,Solar fotovoltaica
HORN98,HORN98,ADXRE,Solar fotovoltaica
HOUROL,HOUROL,EGLE,Hidráulica no UGH
HOYEC01,HOYEC01,HOYEN,Comercializadores mercado libre
HPARRA,HPARRA,EGLE,Hidráulica no UGH
HPCANAV,HPCANAV,CEG,Hidráulica no UGH
HPDRSA,HPDRSA,EGLE,Hidráulica no UGH
HPEEXXI,HPEEXXI,EEXXI,Hidráulica no UGH
HPEGLE,HPEGLE,EGLE,Hidráulica no UGH
HPEONUR,HPEONUR,EONUR,Hidráulica no UGH
HPERUC,HPERUC,EGLE,Hidráulica no UGH
HPEUSA,HPEUSA,PEUSA,Hidráulica no UGH
HPEUSA2,HPEUSA2,PEUSA,Hidráulica no UGH
HPGNRA,HPGNRA,GNRA,Hidráulica no UGH
HPHCCUR,HPHCCUR,HCCUR,Hidráulica no UGH
HPIBCUR,HPIBCUR,IBCUR,Hidráulica no UGH
HPOBLA,HPOBLA,NEXU,Hidráulica no UGH
HPOBLA1,HPOBLA1,NEXU,Hidráulica UGH
HPORMA,HPORMA,NEXU,Hidráulica no UGH
HPOZOS,HPOZOS,CEG,Hidráulica no UGH
HPTMR,UP HPTMR,GNRA,Hidráulica no UGH
HPUEYO,HPUEYO,GNRA,Hidráulica no UGH
HREGPE,HREGPE,ECYR,Hidráulica no UGH
HRIEAG,HRIEAG,EGLE,Hidráulica no UGH
HRPI,HRPI,EGLE,Hidráulica no UGH
HRUMBLA,HRUMBLA,EGLE,Hidráulica no UGH
HRWMARK,HRWMARK,WMARK,Hidráulica no UGH
HSAECH,SAHECHORES,GNRA,Hidráulica no UGH
HSAEDO,HSAEDO,EGLE,Hidráulica no UGH
HSANMI,HSANMI,EGLE,Hidráulica no UGH
HSATC01,HSAT,HSATE,Comercializadores mercado libre
HSCOC01,HSILCO,HSCOM,Comercializadores mercado libre
HSEGEN,HSEGEN,WMARK,Hidráulica no UGH
HSFERND,SANFER,GESTE,Hidráulica no UGH
HSOLUE,HSOLUE,EGLE,Hidráulica no UGH
HSTMARI,HSTMARI,GNRA,Hidráulica no UGH
HSYEGU,HSYEGU,EGLE,Hidráulica no UGH
HTAJUN,HTAJUN,EGLE,Hidráulica no UGH
HVADOC,HVADOC,EGLE,Hidráulica no UGH
HVANGE,HVANGE,EGLE,Hidráulica no UGH
HVILLA,HVILLA,EGLE,Hidráulica no UGH
HVILLAR,VILLR,GESTE,Hidráulica no UGH
HVLLNGO,HVLLNGO,NEXU,Hidráulica no UGH
HVVINAS,HVVINAS,NEXU,Hidráulica no UGH
HXAL1,HC XALLAS1,IGNIS,Hidráulica no UGH
HXAL2,CH XALLAS2,IGNIS,Hidráulica no UGH
HXAL3,XALLAS 3,IGNIS,Hidráulica no UGH
